C	target_system	training_systems
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
100	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
1	LIFE_old	LIFE_old
10	LIFE_old	LIFE_old
