C	score	target_system	training_systems
0.001	0.7523	FEM_long	FEM_long
0.01	0.7523	FEM_long	FEM_long
0.1	0.8661	FEM_long	FEM_long
1	0.9072	FEM_long	FEM_long
10	0.9127	FEM_long	FEM_long
100	0.9065	FEM_long	FEM_long
1000	0.8015	FEM_long	FEM_long
0.001	0.7456	FEM_long	FEM_long
0.01	0.7456	FEM_long	FEM_long
0.1	0.8709	FEM_long	FEM_long
1	0.9154	FEM_long	FEM_long
10	0.9151	FEM_long	FEM_long
100	0.9105	FEM_long	FEM_long
1000	0.8087	FEM_long	FEM_long
0.001	0.728	FEM_long	FEM_long
0.01	0.728	FEM_long	FEM_long
0.1	0.8562	FEM_long	FEM_long
1	0.8988	FEM_long	FEM_long
10	0.9073	FEM_long	FEM_long
100	0.8943	FEM_long	FEM_long
1000	0.8055	FEM_long	FEM_long
0.001	0.7475	FEM_long	FEM_long
0.01	0.7475	FEM_long	FEM_long
0.1	0.878	FEM_long	FEM_long
1	0.9118	FEM_long	FEM_long
10	0.9138	FEM_long	FEM_long
100	0.9024	FEM_long	FEM_long
1000	0.8021	FEM_long	FEM_long
0.001	0.7538	FEM_long	FEM_long
0.01	0.7538	FEM_long	FEM_long
0.1	0.8632	FEM_long	FEM_long
1	0.9101	FEM_long	FEM_long
10	0.9111	FEM_long	FEM_long
100	0.8987	FEM_long	FEM_long
1000	0.8294	FEM_long	FEM_long
0.001	0.7378	FEM_long	FEM_long
0.01	0.7378	FEM_long	FEM_long
0.1	0.8562	FEM_long	FEM_long
1	0.9021	FEM_long	FEM_long
10	0.9089	FEM_long	FEM_long
100	0.9014	FEM_long	FEM_long
1000	0.7876	FEM_long	FEM_long
0.001	0.7396	FEM_long	FEM_long
0.01	0.7396	FEM_long	FEM_long
0.1	0.8672	FEM_long	FEM_long
1	0.9092	FEM_long	FEM_long
10	0.9131	FEM_long	FEM_long
100	0.9036	FEM_long	FEM_long
1000	0.7962	FEM_long	FEM_long
0.001	0.7507	FEM_long	FEM_long
0.01	0.7507	FEM_long	FEM_long
0.1	0.849	FEM_long	FEM_long
1	0.8984	FEM_long	FEM_long
10	0.902	FEM_long	FEM_long
100	0.8945	FEM_long	FEM_long
1000	0.8008	FEM_long	FEM_long
0.001	0.7419	FEM_long	FEM_long
0.01	0.7419	FEM_long	FEM_long
0.1	0.8675	FEM_long	FEM_long
1	0.9095	FEM_long	FEM_long
