C	epsilon	score	target_system	training_systems
0.0010	0.0001	-0.0750	RIKEN	Eawag_XBridgeC18
0.0010	0.0005	-0.0750	RIKEN	Eawag_XBridgeC18
0.0010	0.0010	-0.0750	RIKEN	Eawag_XBridgeC18
0.0010	0.0050	-0.0751	RIKEN	Eawag_XBridgeC18
0.0010	0.0100	-0.0752	RIKEN	Eawag_XBridgeC18
0.0010	0.0250	-0.0757	RIKEN	Eawag_XBridgeC18
0.0010	0.0500	-0.0763	RIKEN	Eawag_XBridgeC18
0.0010	0.1000	-0.0766	RIKEN	Eawag_XBridgeC18
0.0010	0.2500	-0.0766	RIKEN	Eawag_XBridgeC18
0.0010	0.5000	-0.0699	RIKEN	Eawag_XBridgeC18
0.0010	1.0000	-0.0529	RIKEN	Eawag_XBridgeC18
0.0100	0.0001	-0.0688	RIKEN	Eawag_XBridgeC18
0.0100	0.0005	-0.0688	RIKEN	Eawag_XBridgeC18
0.0100	0.0010	-0.0688	RIKEN	Eawag_XBridgeC18
0.0100	0.0050	-0.0688	RIKEN	Eawag_XBridgeC18
0.0100	0.0100	-0.0688	RIKEN	Eawag_XBridgeC18
0.0100	0.0250	-0.0686	RIKEN	Eawag_XBridgeC18
0.0100	0.0500	-0.0677	RIKEN	Eawag_XBridgeC18
0.0100	0.1000	-0.0655	RIKEN	Eawag_XBridgeC18
0.0100	0.2500	-0.0633	RIKEN	Eawag_XBridgeC18
0.0100	0.5000	-0.0561	RIKEN	Eawag_XBridgeC18
0.0100	1.0000	-0.0419	RIKEN	Eawag_XBridgeC18
0.1000	0.0001	0.0400	RIKEN	Eawag_XBridgeC18
0.1000	0.0005	0.0400	RIKEN	Eawag_XBridgeC18
0.1000	0.0010	0.0400	RIKEN	Eawag_XBridgeC18
0.1000	0.0050	0.0398	RIKEN	Eawag_XBridgeC18
0.1000	0.0100	0.0396	RIKEN	Eawag_XBridgeC18
0.1000	0.0250	0.0390	RIKEN	Eawag_XBridgeC18
0.1000	0.0500	0.0382	RIKEN	Eawag_XBridgeC18
0.1000	0.1000	0.0374	RIKEN	Eawag_XBridgeC18
0.1000	0.2500	0.0430	RIKEN	Eawag_XBridgeC18
0.1000	0.5000	0.0441	RIKEN	Eawag_XBridgeC18
0.1000	1.0000	0.0503	RIKEN	Eawag_XBridgeC18
1.0000	0.0001	0.4539	RIKEN	Eawag_XBridgeC18
1.0000	0.0005	0.4539	RIKEN	Eawag_XBridgeC18
1.0000	0.0010	0.4539	RIKEN	Eawag_XBridgeC18
1.0000	0.0050	0.4539	RIKEN	Eawag_XBridgeC18
1.0000	0.0100	0.4540	RIKEN	Eawag_XBridgeC18
1.0000	0.0250	0.4542	RIKEN	Eawag_XBridgeC18
1.0000	0.0500	0.4544	RIKEN	Eawag_XBridgeC18
1.0000	0.1000	0.4544	RIKEN	Eawag_XBridgeC18
1.0000	0.2500	0.4521	RIKEN	Eawag_XBridgeC18
1.0000	0.5000	0.4394	RIKEN	Eawag_XBridgeC18
1.0000	1.0000	0.4135	RIKEN	Eawag_XBridgeC18
10.0000	0.0001	0.7342	RIKEN	Eawag_XBridgeC18
10.0000	0.0005	0.7342	RIKEN	Eawag_XBridgeC18
10.0000	0.0010	0.7342	RIKEN	Eawag_XBridgeC18
10.0000	0.0050	0.7341	RIKEN	Eawag_XBridgeC18
10.0000	0.0100	0.7340	RIKEN	Eawag_XBridgeC18
10.0000	0.0250	0.7338	RIKEN	Eawag_XBridgeC18
10.0000	0.0500	0.7334	RIKEN	Eawag_XBridgeC18
10.0000	0.1000	0.7324	RIKEN	Eawag_XBridgeC18
10.0000	0.2500	0.7273	RIKEN	Eawag_XBridgeC18
10.0000	0.5000	0.7146	RIKEN	Eawag_XBridgeC18
10.0000	1.0000	0.6851	RIKEN	Eawag_XBridgeC18
100.0000	0.0001	0.7435	RIKEN	Eawag_XBridgeC18
100.0000	0.0005	0.7435	RIKEN	Eawag_XBridgeC18
100.0000	0.0010	0.7434	RIKEN	Eawag_XBridgeC18
100.0000	0.0050	0.7433	RIKEN	Eawag_XBridgeC18
100.0000	0.0100	0.7432	RIKEN	Eawag_XBridgeC18
100.0000	0.0250	0.7427	RIKEN	Eawag_XBridgeC18
100.0000	0.0500	0.7419	RIKEN	Eawag_XBridgeC18
100.0000	0.1000	0.7402	RIKEN	Eawag_XBridgeC18
100.0000	0.2500	0.7349	RIKEN	Eawag_XBridgeC18
100.0000	0.5000	0.7215	RIKEN	Eawag_XBridgeC18
100.0000	1.0000	0.6910	RIKEN	Eawag_XBridgeC18
1000.0000	0.0001	0.7435	RIKEN	Eawag_XBridgeC18
1000.0000	0.0005	0.7435	RIKEN	Eawag_XBridgeC18
1000.0000	0.0010	0.7434	RIKEN	Eawag_XBridgeC18
