target_system	training_system	rank_corr	rank_corr_std	spear_corr	spear_corr_std
FEM_orbitrap_urine	LIFE_old	0.5382	0.1524	0.7030	0.1617
FEM_orbitrap_urine	LIFE_new	0.5659	0.1130	0.7375	0.1078
FEM_orbitrap_urine	FEM_long	0.6782	0.1324	0.8067	0.1193
FEM_orbitrap_urine	FEM_short	-0.0038	0.1896	-0.0136	0.2653
FEM_orbitrap_urine	FEM_orbitrap_plasma	0.6536	0.1193	0.7997	0.1135
FEM_orbitrap_urine	FEM_orbitrap_urine	0.6826	0.1082	0.8267	0.0953
FEM_orbitrap_urine	IPB_Halle	0.4039	0.1526	0.5434	0.1934
FEM_orbitrap_urine	RIKEN	0.6214	0.1299	0.7745	0.1313
FEM_orbitrap_urine	Eawag_XBridgeC18	0.5478	0.0000	0.7503	0.0000
FEM_orbitrap_urine	MPI_Symmetry	0.3061	0.1589	0.3919	0.2093
FEM_orbitrap_urine	MTBLS4	-0.1713	0.0140	-0.2128	0.0171
FEM_orbitrap_urine	MTBLS17	0.2963	0.1636	0.4103	0.2139
FEM_orbitrap_urine	MTBLS19	0.4135	0.1776	0.5368	0.2136
FEM_orbitrap_urine	MTBLS20	0.5648	0.1325	0.7320	0.1306
FEM_orbitrap_urine	MTBLS36	0.4816	0.1440	0.6283	0.1603
FEM_orbitrap_urine	MTBLS38	0.6261	0.1483	0.7683	0.1460
FEM_orbitrap_urine	MTBLS39	0.0443	0.0204	0.1243	0.0457
FEM_orbitrap_urine	UFZ_Phenomenex	0.5957	0.1236	0.7662	0.1236
FEM_orbitrap_urine	UniToyama_Atlantis	0.4550	0.2077	0.5713	0.2492
FEM_orbitrap_urine	MTBLS52	0.0558	0.0600	0.0879	0.0725
FEM_orbitrap_urine	FEM_lipids	0.2617	0.1951	0.3319	0.2473
