target_system	training_system	score	score_std
IPB_Halle	LIFE_old	0.8071	0.0641
IPB_Halle	LIFE_new	0.7769	0.0777
IPB_Halle	FEM_long	0.7660	0.0758
IPB_Halle	FEM_short	0.5381	0.0759
IPB_Halle	FEM_orbitrap_plasma	0.7191	0.0829
IPB_Halle	FEM_orbitrap_urine	0.7332	0.0869
IPB_Halle	IPB_Halle	0.8002	0.0786
IPB_Halle	RIKEN	0.7116	0.0868
IPB_Halle	Eawag_XBridgeC18	0.7230	0.0879
IPB_Halle	MPI_Symmetry	0.6268	0.1084
IPB_Halle	MTBLS4	0.4609	0.0914
IPB_Halle	MTBLS17	0.5473	0.0792
IPB_Halle	MTBLS19	0.5866	0.0952
IPB_Halle	MTBLS20	0.7655	0.0763
IPB_Halle	MTBLS36	0.6769	0.0924
IPB_Halle	MTBLS38	0.7288	0.0708
IPB_Halle	MTBLS39	0.5724	0.0010
IPB_Halle	UFZ_Phenomenex	0.7220	0.0716
IPB_Halle	UniToyama_Atlantis	0.6821	0.0797
IPB_Halle	MTBLS52	0.6701	0.0066
IPB_Halle	FEM_lipids	0.4814	0.1065
