target_system	training_system	score	score_std
LIFE_old	LIFE_old	0.8176	0.0757
LIFE_old	LIFE_new	0.8077	0.0669
LIFE_old	FEM_long	0.7705	0.0831
LIFE_old	FEM_short	0.6419	0.1141
LIFE_old	FEM_orbitrap_plasma	0.7317	0.0843
LIFE_old	FEM_orbitrap_urine	0.7174	0.0843
LIFE_old	IPB_Halle	0.8025	0.0806
LIFE_old	RIKEN	0.8162	0.0531
LIFE_old	Eawag_XBridgeC18	0.7267	0.0805
LIFE_old	MPI_Symmetry	0.6683	0.0842
LIFE_old	MTBLS4	0.5267	0.1225
LIFE_old	MTBLS17	0.5128	0.1373
LIFE_old	MTBLS19	0.5997	0.0916
LIFE_old	MTBLS20	0.8123	0.0746
LIFE_old	MTBLS36	0.7203	0.0721
LIFE_old	MTBLS38	0.7555	0.0611
LIFE_old	MTBLS39	0.6666	0.0935
LIFE_old	UFZ_Phenomenex	0.7684	0.0582
LIFE_old	UniToyama_Atlantis	0.6920	0.0764
LIFE_old	MTBLS52	0.6434	0.0036
LIFE_old	FEM_lipids	0.5799	0.1163
