target_system	training_system	rank_corr	rank_corr_std	spear_corr	spear_corr_std
LIFE_old	LIFE_old	0.6383	0.1532	0.7745	0.1523
LIFE_old	LIFE_new	0.6182	0.1344	0.7687	0.1327
LIFE_old	FEM_long	0.5460	0.1679	0.6914	0.1755
LIFE_old	FEM_short	0.2880	0.2282	0.3860	0.2764
LIFE_old	FEM_orbitrap_plasma	0.4652	0.1703	0.6070	0.2098
LIFE_old	FEM_orbitrap_urine	0.4399	0.1712	0.6030	0.1942
LIFE_old	IPB_Halle	0.6100	0.1640	0.7526	0.1601
LIFE_old	RIKEN	0.6374	0.1082	0.7989	0.0992
LIFE_old	Eawag_XBridgeC18	0.4576	0.1629	0.6092	0.1871
LIFE_old	MPI_Symmetry	0.3390	0.1690	0.4479	0.2183
LIFE_old	MTBLS4	0.0554	0.2440	0.0854	0.3172
LIFE_old	MTBLS17	0.0292	0.2751	0.0694	0.3581
LIFE_old	MTBLS19	0.2025	0.1857	0.2870	0.2666
LIFE_old	MTBLS20	0.6285	0.1501	0.7755	0.1577
LIFE_old	MTBLS36	0.4443	0.1450	0.5998	0.1834
LIFE_old	MTBLS38	0.5135	0.1222	0.6849	0.1345
LIFE_old	MTBLS39	0.3353	0.1855	0.4506	0.2349
LIFE_old	UFZ_Phenomenex	0.5381	0.1170	0.7146	0.1209
LIFE_old	UniToyama_Atlantis	0.3876	0.1547	0.5360	0.1864
LIFE_old	MTBLS52	0.2903	0.0072	0.4262	0.0131
LIFE_old	FEM_lipids	0.1622	0.2317	0.2166	0.3088
