target_system	training_systems	n_shared_mol	p_shared_mol	n_train_mol	n_test_mol	n_train_pairs	n_test_pairs	grid_search_time	n_shared_mol_std	p_shared_mol_std	n_train_mol_std	n_test_mol_std	n_train_pairs_std	n_test_pairs_std	grid_search_time_std
LIFE_new	LIFE_old	0.0000	0.0000	120.3000	10.6000	-1.0000	50.9600	13.7955	0.0000	0.0000	1.9717	0.4949	0.0000	4.9196	4.9196
LIFE_new	LIFE_new	0.0000	0.0000	95.4000	10.6000	-1.0000	50.9800	14.7346	0.0000	0.0000	0.4949	0.4949	0.0000	4.9342	4.9342
LIFE_new	FEM_long	0.0000	0.0000	278.9000	10.6000	-1.0000	50.9800	18.5241	0.0000	0.0000	1.0152	0.4949	0.0000	4.9342	4.9342
LIFE_new	FEM_short	0.0000	0.0000	64.9000	10.6000	-1.0000	50.9800	19.1091	0.0000	0.0000	0.3030	0.4949	0.0000	4.9754	4.9754
LIFE_new	FEM_orbitrap_plasma	0.0000	0.0000	77.4000	10.6000	-1.0000	50.9600	19.4508	0.0000	0.0000	1.1429	0.4949	0.0000	4.9196	4.9196
LIFE_new	FEM_orbitrap_urine	0.0000	0.0000	49.9000	10.6000	-1.0000	50.9400	19.4382	0.0000	0.0000	0.9313	0.4949	0.0000	4.9874	4.9874
LIFE_new	IPB_Halle	0.0000	0.0000	54.1000	10.6000	-1.0000	50.9600	19.7172	0.0000	0.0000	1.1824	0.4949	0.0000	4.9196	4.9196
LIFE_new	RIKEN	0.0000	0.0000	179.8000	10.6000	-1.0000	50.9800	20.2308	0.0000	0.0000	0.8571	0.4949	0.0000	4.9754	4.9754
LIFE_new	Eawag_XBridgeC18	0.0000	0.0000	316.9000	10.6000	-1.0000	50.9600	22.9495	0.0000	0.0000	0.3030	0.4949	0.0000	4.9609	4.9609
LIFE_new	MPI_Symmetry	0.0000	0.0000	37.4000	10.6000	-1.0000	50.9800	20.8677	0.0000	0.0000	0.7284	0.4949	0.0000	4.9342	4.9342
LIFE_new	MTBLS4	0.0000	0.0000	33.7000	10.6000	-1.0000	51.0000	20.7067	0.0000	0.0000	0.5440	0.4949	0.0000	4.9487	4.9487
LIFE_new	MTBLS17	0.0000	0.0000	21.6000	10.6000	-1.0000	50.9600	20.9056	0.0000	0.0000	0.5345	0.4949	0.0000	4.9609	4.9609
LIFE_new	MTBLS19	0.0000	0.0000	26.6000	10.6000	-1.0000	50.9600	21.3378	0.0000	0.0000	0.6061	0.4949	0.0000	4.9609	4.9609
LIFE_new	MTBLS20	0.0000	0.0000	77.7000	10.6000	-1.0000	50.9600	21.7073	0.0000	0.0000	1.1294	0.4949	0.0000	4.9196	4.9196
LIFE_new	MTBLS36	0.0000	0.0000	47.3000	10.6000	-1.0000	50.9600	21.7585	0.0000	0.0000	0.7354	0.4949	0.0000	4.9609	4.9609
LIFE_new	MTBLS38	0.0000	0.0000	36.2000	10.6000	-1.0000	50.9600	22.4597	0.0000	0.0000	0.8081	0.4949	0.0000	4.9609	4.9609
LIFE_new	MTBLS39	0.0000	0.0000	17.9000	10.6000	-1.0000	51.0000	22.6238	0.0000	0.0000	0.3030	0.4949	0.0000	4.9487	4.9487
LIFE_new	UFZ_Phenomenex	0.0000	0.0000	191.6000	10.6000	-1.0000	50.9600	22.9955	0.0000	0.0000	0.6389	0.4949	0.0000	4.9609	4.9609
LIFE_new	UniToyama_Atlantis	0.0000	0.0000	98.5000	10.6000	-1.0000	50.9600	23.1071	0.0000	0.0000	0.6468	0.4949	0.0000	4.9609	4.9609
LIFE_new	MTBLS52	0.0000	0.0000	19.0000	106.0000	-1.0000	5562.0000	22.8127	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LIFE_new	FEM_lipids	0.0000	0.0000	62.3000	10.6000	-1.0000	50.9800	23.9749	0.0000	0.0000	0.7890	0.4949	0.0000	4.9342	4.9342
