target_system	training_system	rank_corr	rank_corr_std	spear_corr	spear_corr_std
FEM_orbitrap_plasma	LIFE_old	0.5190	0.2245	0.6547	0.2346
FEM_orbitrap_plasma	LIFE_new	0.4474	0.2292	0.5759	0.2479
FEM_orbitrap_plasma	FEM_long	0.7190	0.1907	0.8194	0.1769
FEM_orbitrap_plasma	FEM_short	-0.0551	0.3275	-0.0948	0.4137
FEM_orbitrap_plasma	FEM_orbitrap_plasma	0.6693	0.1880	0.7963	0.1590
FEM_orbitrap_plasma	FEM_orbitrap_urine	0.6313	0.1731	0.7529	0.1631
FEM_orbitrap_plasma	IPB_Halle	0.4884	0.2054	0.6301	0.2310
FEM_orbitrap_plasma	RIKEN	0.4450	0.2647	0.5638	0.2871
FEM_orbitrap_plasma	Eawag_XBridgeC18	0.4892	0.0000	0.6641	0.0000
FEM_orbitrap_plasma	MPI_Symmetry	0.2071	0.2752	0.2498	0.3370
FEM_orbitrap_plasma	MTBLS4	-0.1798	0.3351	-0.2368	0.4275
FEM_orbitrap_plasma	MTBLS17	0.2801	0.2631	0.3916	0.3215
FEM_orbitrap_plasma	MTBLS19	0.4763	0.2398	0.5948	0.2698
FEM_orbitrap_plasma	MTBLS20	0.5558	0.2016	0.7034	0.2016
FEM_orbitrap_plasma	MTBLS36	0.4045	0.1880	0.5404	0.2294
FEM_orbitrap_plasma	MTBLS38	0.4990	0.2545	0.6044	0.2853
FEM_orbitrap_plasma	MTBLS39	-0.0431	0.0053	-0.0526	0.0081
FEM_orbitrap_plasma	UFZ_Phenomenex	0.4812	0.2226	0.6099	0.2371
FEM_orbitrap_plasma	UniToyama_Atlantis	0.5255	0.2085	0.6432	0.2288
FEM_orbitrap_plasma	MTBLS52	0.2062	0.0366	0.2802	0.0561
FEM_orbitrap_plasma	FEM_lipids	0.2498	0.3114	0.3470	0.3974
