C	epsilon	target_system	training_systems
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
1.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
100.0000	0.0500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.1500	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
1.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
100.0000	0.0500	MTBLS17	LIFE_old
100.0000	0.0500	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
100.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.1500	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
1.0000	0.0100	MTBLS17	LIFE_old
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0250	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0250	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0250	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0250	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0250	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0250	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0100	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.1000	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0250	MTBLS17	LIFE_new
10.0000	0.0250	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0250	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
10.0000	0.0500	MTBLS17	LIFE_new
100.0000	0.0100	MTBLS17	FEM_long
100.0000	0.0100	MTBLS17	FEM_long
100.0000	0.5000	MTBLS17	FEM_long
100.0000	0.0100	MTBLS17	FEM_long
100.0000	0.5000	MTBLS17	FEM_long
