target_system	training_system	score	score_std
FEM_lipids	LIFE_old	0.5372	0.0809
FEM_lipids	LIFE_new	0.5452	0.0915
FEM_lipids	FEM_long	0.6665	0.0848
FEM_lipids	FEM_short	0.5920	0.0071
FEM_lipids	FEM_orbitrap_plasma	0.6476	0.0814
FEM_lipids	FEM_orbitrap_urine	0.5567	0.0802
FEM_lipids	IPB_Halle	0.5111	0.0761
FEM_lipids	RIKEN	0.5553	0.0781
FEM_lipids	Eawag_XBridgeC18	0.6914	0.0000
FEM_lipids	MPI_Symmetry	0.5276	0.0015
FEM_lipids	MTBLS4	0.5763	0.0838
FEM_lipids	MTBLS17	0.5597	0.0813
FEM_lipids	MTBLS19	0.6151	0.0832
FEM_lipids	MTBLS20	0.5883	0.0713
FEM_lipids	MTBLS36	0.5957	0.0089
FEM_lipids	MTBLS38	0.5018	0.0000
FEM_lipids	MTBLS39	0.5106	0.0035
FEM_lipids	UFZ_Phenomenex	0.5976	0.0973
FEM_lipids	UniToyama_Atlantis	0.5533	0.0888
FEM_lipids	MTBLS52	0.5861	0.0248
FEM_lipids	FEM_lipids	0.7591	0.0738
