target_system	training_system	rank_corr	rank_corr_std	spear_corr	spear_corr_std
LIFE_new	LIFE_old	0.6479	0.1409	0.7949	0.1237
LIFE_new	LIFE_new	0.6537	0.1408	0.7936	0.1379
LIFE_new	FEM_long	0.6851	0.1229	0.8245	0.1141
LIFE_new	FEM_short	0.2797	0.1858	0.3920	0.2384
LIFE_new	FEM_orbitrap_plasma	0.4529	0.1896	0.5911	0.2197
LIFE_new	FEM_orbitrap_urine	0.5321	0.1634	0.6899	0.1737
LIFE_new	IPB_Halle	0.5628	0.1331	0.7114	0.1418
LIFE_new	RIKEN	0.6573	0.1282	0.8108	0.1149
LIFE_new	Eawag_XBridgeC18	0.4650	0.2000	0.5769	0.2427
LIFE_new	MPI_Symmetry	0.3515	0.2171	0.4704	0.2786
LIFE_new	MTBLS4	-0.0745	0.2544	-0.1041	0.3372
LIFE_new	MTBLS17	0.0766	0.2530	0.1152	0.3321
LIFE_new	MTBLS19	0.2856	0.2467	0.3726	0.3173
LIFE_new	MTBLS20	0.6624	0.1309	0.8147	0.1196
LIFE_new	MTBLS36	0.4245	0.2043	0.5662	0.2473
LIFE_new	MTBLS38	0.5267	0.1837	0.6727	0.1890
LIFE_new	MTBLS39	0.1954	0.2489	0.2639	0.3268
LIFE_new	UFZ_Phenomenex	0.5127	0.2005	0.6444	0.2311
LIFE_new	UniToyama_Atlantis	0.3132	0.2453	0.4112	0.3132
LIFE_new	MTBLS52	0.2649	0.0205	0.3897	0.0248
LIFE_new	FEM_lipids	0.0612	0.2527	0.0741	0.3322
