target_system	training_systems	n_shared_mol	p_shared_mol	n_train_mol	n_test_mol	n_train_pairs	n_test_pairs	grid_search_time	n_shared_mol_std	p_shared_mol_std	n_train_mol_std	n_test_mol_std	n_train_pairs_std	n_test_pairs_std	grid_search_time_std
RIKEN	LIFE_old	0.0000	0.0000	125.5000	18.1000	-1.0000	153.4200	14.4407	0.0000	0.0000	1.0546	0.3030	0.0000	5.6463	5.6463
RIKEN	LIFE_new	0.0000	0.0000	104.8000	18.1000	-1.0000	153.2400	14.6735	0.0000	0.0000	1.1066	0.3030	0.0000	5.4344	5.4344
RIKEN	FEM_long	0.0000	0.0000	275.9000	18.1000	-1.0000	153.2000	18.1928	0.0000	0.0000	1.7173	0.3030	0.0000	5.8345	5.8345
RIKEN	FEM_short	0.0000	0.0000	63.7000	18.1000	-1.0000	153.5000	19.4278	0.0000	0.0000	1.0351	0.3030	0.0000	5.4819	5.4819
RIKEN	FEM_orbitrap_plasma	0.0000	0.0000	77.6000	18.1000	-1.0000	153.5200	19.3613	0.0000	0.0000	0.9897	0.3030	0.0000	5.3766	5.3766
RIKEN	FEM_orbitrap_urine	0.0000	0.0000	50.2000	18.1000	-1.0000	153.2600	19.8156	0.0000	0.0000	0.9035	0.3030	0.0000	5.5762	5.5762
RIKEN	IPB_Halle	0.0000	0.0000	55.6000	18.1000	-1.0000	153.5400	20.1598	0.0000	0.0000	0.6389	0.3030	0.0000	5.7790	5.7790
RIKEN	RIKEN	0.0000	0.0000	162.9000	18.1000	-1.0000	153.3200	20.3359	0.0000	0.0000	0.3030	0.3030	0.0000	5.6114	5.6114
RIKEN	Eawag_XBridgeC18	0.0000	0.0000	316.8000	18.1000	-1.0000	153.6200	22.9143	0.0000	0.0000	0.4518	0.3030	0.0000	5.5398	5.5398
RIKEN	MPI_Symmetry	0.0000	0.0000	37.5000	18.1000	-1.0000	153.3400	21.0125	0.0000	0.0000	0.6145	0.3030	0.0000	5.4233	5.4233
RIKEN	MTBLS4	0.0000	0.0000	34.0000	181.0000	-1.0000	16143.0000	21.4302	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RIKEN	MTBLS17	0.0000	0.0000	22.0000	181.0000	-1.0000	16143.0000	21.3615	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RIKEN	MTBLS19	0.0000	0.0000	27.0000	181.0000	-1.0000	16143.0000	21.4045	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RIKEN	MTBLS20	0.0000	0.0000	78.0000	18.1000	-1.0000	153.3000	21.3068	0.0000	0.0000	0.8571	0.3030	0.0000	5.7614	5.7614
RIKEN	MTBLS36	0.0000	0.0000	47.5000	18.1000	-1.0000	153.2400	21.2418	0.0000	0.0000	0.6468	0.3030	0.0000	5.3397	5.3397
RIKEN	MTBLS38	0.0000	0.0000	36.0000	18.1000	-1.0000	153.3200	21.7162	0.0000	0.0000	0.8806	0.3030	0.0000	5.3048	5.3048
RIKEN	MTBLS39	0.0000	0.0000	17.5000	18.1000	-1.0000	153.4600	21.8876	0.0000	0.0000	0.6145	0.3030	0.0000	5.7613	5.7613
RIKEN	UFZ_Phenomenex	0.0000	0.0000	191.6000	18.1000	-1.0000	153.3800	22.1517	0.0000	0.0000	0.5714	0.3030	0.0000	5.7814	5.7814
RIKEN	UniToyama_Atlantis	0.0000	0.0000	98.2000	18.1000	-1.0000	153.3600	22.5184	0.0000	0.0000	0.7559	0.3030	0.0000	5.5024	5.5024
RIKEN	MTBLS52	0.0000	0.0000	19.0000	181.0000	-1.0000	16143.0000	22.5124	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RIKEN	FEM_lipids	0.0000	0.0000	62.9000	18.1000	-1.0000	153.2600	22.7019	0.0000	0.0000	0.3030	0.3030	0.0000	5.1222	5.1222
