target_system	training_system	score	score_std
LIFE_new	LIFE_old	0.8231	0.0706
LIFE_new	LIFE_new	0.8264	0.0703
LIFE_new	FEM_long	0.8414	0.0622
LIFE_new	FEM_short	0.6383	0.0932
LIFE_new	FEM_orbitrap_plasma	0.7253	0.0942
LIFE_new	FEM_orbitrap_urine	0.7647	0.0817
LIFE_new	IPB_Halle	0.7794	0.0666
LIFE_new	RIKEN	0.8287	0.0642
LIFE_new	Eawag_XBridgeC18	0.7314	0.0992
LIFE_new	MPI_Symmetry	0.6747	0.1078
LIFE_new	MTBLS4	0.4611	0.1270
LIFE_new	MTBLS17	0.5378	0.1267
LIFE_new	MTBLS19	0.6418	0.1240
LIFE_new	MTBLS20	0.8297	0.0642
LIFE_new	MTBLS36	0.7113	0.1015
LIFE_new	MTBLS38	0.7612	0.0915
LIFE_new	MTBLS39	0.5962	0.1243
LIFE_new	UFZ_Phenomenex	0.7551	0.1000
LIFE_new	UniToyama_Atlantis	0.6557	0.1218
LIFE_new	MTBLS52	0.6311	0.0102
LIFE_new	FEM_lipids	0.5295	0.1269
