target_system	training_system	score	score_std
MTBLS17	LIFE_old	0.5316	0.1724
MTBLS17	LIFE_new	0.5413	0.1600
MTBLS17	FEM_long	0.6714	0.1417
MTBLS17	FEM_short	0.1780	0.0236
MTBLS17	FEM_orbitrap_plasma	0.7700	0.1367
MTBLS17	FEM_orbitrap_urine	0.3486	0.1642
MTBLS17	IPB_Halle	0.6007	0.1650
MTBLS17	RIKEN	0.4141	0.0000
MTBLS17	Eawag_XBridgeC18	0.5330	0.0000
MTBLS17	MPI_Symmetry	0.3278	0.0059
MTBLS17	MTBLS4	0.1906	0.1530
MTBLS17	MTBLS17	0.7488	0.1504
MTBLS17	MTBLS19	0.7055	0.1656
MTBLS17	MTBLS20	0.5947	0.0000
MTBLS17	MTBLS36	0.6106	0.0039
MTBLS17	MTBLS38	0.3137	0.0020
MTBLS17	MTBLS39	0.4053	0.0176
MTBLS17	UFZ_Phenomenex	0.2996	0.0000
MTBLS17	UniToyama_Atlantis	0.6388	0.0000
MTBLS17	MTBLS52	0.7348	0.0318
MTBLS17	FEM_lipids	0.6659	0.1255
