target_system	training_system	score	score_std
FEM_orbitrap_plasma	LIFE_old	0.7521	0.1143
FEM_orbitrap_plasma	LIFE_new	0.7121	0.1161
FEM_orbitrap_plasma	FEM_long	0.8492	0.0941
FEM_orbitrap_plasma	FEM_short	0.4600	0.1638
FEM_orbitrap_plasma	FEM_orbitrap_plasma	0.8195	0.0961
FEM_orbitrap_plasma	FEM_orbitrap_urine	0.8036	0.0896
FEM_orbitrap_plasma	IPB_Halle	0.7306	0.1095
FEM_orbitrap_plasma	RIKEN	0.7111	0.1348
FEM_orbitrap_plasma	Eawag_XBridgeC18	0.7334	0.0000
FEM_orbitrap_plasma	MPI_Symmetry	0.5902	0.1392
FEM_orbitrap_plasma	MTBLS4	0.4038	0.1647
FEM_orbitrap_plasma	MTBLS17	0.6318	0.1342
FEM_orbitrap_plasma	MTBLS19	0.7266	0.1183
FEM_orbitrap_plasma	MTBLS20	0.7658	0.1019
FEM_orbitrap_plasma	MTBLS36	0.6907	0.0929
FEM_orbitrap_plasma	MTBLS38	0.7333	0.1278
FEM_orbitrap_plasma	MTBLS39	0.4696	0.0026
FEM_orbitrap_plasma	UFZ_Phenomenex	0.7291	0.1113
FEM_orbitrap_plasma	UniToyama_Atlantis	0.7498	0.1037
FEM_orbitrap_plasma	MTBLS52	0.5931	0.0182
FEM_orbitrap_plasma	FEM_lipids	0.6129	0.1617
