target_system	training_systems	n_shared_mol	p_shared_mol	n_train_mol	n_test_mol	n_train_pairs	n_test_pairs	grid_search_time	n_shared_mol_std	p_shared_mol_std	n_train_mol_std	n_test_mol_std	n_train_pairs_std	n_test_pairs_std	grid_search_time_std
FEM_orbitrap_plasma	LIFE_old	0.0000	0.0000	125.3000	7.9000	-1.0000	27.3000	13.2979	0.0000	0.0000	1.0926	0.3030	0.0000	2.1213	2.1213
FEM_orbitrap_plasma	LIFE_new	0.0000	0.0000	104.4000	7.9000	-1.0000	27.2800	13.9868	0.0000	0.0000	1.0498	0.3030	0.0000	2.1193	2.1193
FEM_orbitrap_plasma	FEM_long	0.0000	0.0000	277.0000	7.9000	-1.0000	27.2600	15.0182	0.0000	0.0000	1.2936	0.3030	0.0000	2.1171	2.1171
FEM_orbitrap_plasma	FEM_short	0.0000	0.0000	63.9000	7.9000	-1.0000	27.3000	17.8314	0.0000	0.0000	1.0546	0.3030	0.0000	2.1213	2.1213
FEM_orbitrap_plasma	FEM_orbitrap_plasma	0.0000	0.0000	71.1000	7.9000	-1.0000	27.2600	18.2825	0.0000	0.0000	0.3030	0.3030	0.0000	2.1171	2.1171
FEM_orbitrap_plasma	FEM_orbitrap_urine	0.0000	0.0000	48.0000	7.9000	-1.0000	27.3000	18.7779	0.0000	0.0000	1.2936	0.3030	0.0000	2.1213	2.1213
FEM_orbitrap_plasma	IPB_Halle	0.0000	0.0000	55.1000	7.9000	-1.0000	27.2800	18.5706	0.0000	0.0000	0.7890	0.3030	0.0000	2.1193	2.1193
FEM_orbitrap_plasma	RIKEN	0.0000	0.0000	179.6000	7.9000	-1.0000	27.2800	19.4519	0.0000	0.0000	0.9897	0.3030	0.0000	2.1193	2.1193
FEM_orbitrap_plasma	Eawag_XBridgeC18	0.0000	0.0000	317.0000	79.0000	-1.0000	3079.0000	20.3318	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FEM_orbitrap_plasma	MPI_Symmetry	0.0000	0.0000	37.8000	7.9000	-1.0000	27.2800	19.9368	0.0000	0.0000	0.4041	0.3030	0.0000	2.1193	2.1193
FEM_orbitrap_plasma	MTBLS4	0.0000	0.0000	33.9000	7.9000	-1.0000	27.2800	19.9939	0.0000	0.0000	0.3030	0.3030	0.0000	2.1193	2.1193
FEM_orbitrap_plasma	MTBLS17	0.0000	0.0000	21.6000	7.9000	-1.0000	27.2400	20.2328	0.0000	0.0000	0.7284	0.3030	0.0000	2.1812	2.1812
FEM_orbitrap_plasma	MTBLS19	0.0000	0.0000	26.3000	7.9000	-1.0000	27.2600	20.6180	0.0000	0.0000	0.7626	0.3030	0.0000	2.1171	2.1171
FEM_orbitrap_plasma	MTBLS20	0.0000	0.0000	78.3000	7.9000	-1.0000	27.2600	20.2802	0.0000	0.0000	0.9091	0.3030	0.0000	2.1835	2.1835
FEM_orbitrap_plasma	MTBLS36	0.0000	0.0000	47.8000	7.9000	-1.0000	27.3000	20.8599	0.0000	0.0000	0.4041	0.3030	0.0000	2.1213	2.1213
FEM_orbitrap_plasma	MTBLS38	0.0000	0.0000	36.5000	7.9000	-1.0000	27.3000	20.9245	0.0000	0.0000	0.6468	0.3030	0.0000	2.1213	2.1213
FEM_orbitrap_plasma	MTBLS39	0.0000	0.0000	18.0000	79.0000	-1.0000	3079.0000	21.6192	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FEM_orbitrap_plasma	UFZ_Phenomenex	0.0000	0.0000	191.7000	7.9000	-1.0000	27.2800	21.5612	0.0000	0.0000	0.5440	0.3030	0.0000	2.1193	2.1193
FEM_orbitrap_plasma	UniToyama_Atlantis	0.0000	0.0000	97.9000	7.9000	-1.0000	27.3000	20.6260	0.0000	0.0000	1.0351	0.3030	0.0000	2.1213	2.1213
FEM_orbitrap_plasma	MTBLS52	0.0000	0.0000	19.0000	79.0000	-1.0000	3079.0000	20.3506	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FEM_orbitrap_plasma	FEM_lipids	0.0000	0.0000	60.2000	7.9000	-1.0000	27.2800	22.3971	0.0000	0.0000	1.3851	0.3030	0.0000	2.1193	2.1193
