target_system	training_systems	n_shared_mol	p_shared_mol	n_train_mol	n_test_mol	n_train_pairs	n_test_pairs	grid_search_time	n_shared_mol_std	p_shared_mol_std	n_train_mol_std	n_test_mol_std	n_train_pairs_std	n_test_pairs_std	grid_search_time_std
UFZ_Phenomenex	LIFE_old	0.0000	0.0000	126.6000	19.2000	-1.0000	173.8800	9.7004	0.0000	0.0000	0.5714	0.4041	0.0000	7.7450	7.7450
UFZ_Phenomenex	LIFE_new	0.0000	0.0000	105.6000	19.2000	-1.0000	173.6800	9.8032	0.0000	0.0000	0.4949	0.4041	0.0000	7.8622	7.8622
UFZ_Phenomenex	FEM_long	0.0000	0.0000	280.5000	19.2000	-1.0000	173.8800	11.0821	0.0000	0.0000	0.6145	0.4041	0.0000	7.7345	7.7345
UFZ_Phenomenex	FEM_short	0.0000	0.0000	65.0000	192.0000	-1.0000	18224.0000	11.3312	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
UFZ_Phenomenex	FEM_orbitrap_plasma	0.0000	0.0000	78.7000	19.2000	-1.0000	174.0000	11.3338	0.0000	0.0000	0.5051	0.4041	0.0000	7.6745	7.6745
UFZ_Phenomenex	FEM_orbitrap_urine	0.0000	0.0000	50.9000	19.2000	-1.0000	173.6400	11.5719	0.0000	0.0000	0.3030	0.4041	0.0000	7.6685	7.6685
UFZ_Phenomenex	IPB_Halle	0.0000	0.0000	55.7000	19.2000	-1.0000	173.8000	11.6708	0.0000	0.0000	0.5803	0.4041	0.0000	7.6505	7.6505
UFZ_Phenomenex	RIKEN	0.0000	0.0000	180.6000	19.2000	-1.0000	173.4400	11.8500	0.0000	0.0000	0.6389	0.4041	0.0000	7.6856	7.6856
UFZ_Phenomenex	Eawag_XBridgeC18	0.0000	0.0000	310.7000	19.2000	-1.0000	173.8000	12.1174	0.0000	0.0000	1.8098	0.4041	0.0000	7.6211	7.6211
UFZ_Phenomenex	MPI_Symmetry	0.0000	0.0000	37.8000	19.2000	-1.0000	173.7400	12.0644	0.0000	0.0000	0.4518	0.4041	0.0000	7.7270	7.7270
UFZ_Phenomenex	MTBLS4	0.0000	0.0000	34.0000	192.0000	-1.0000	18224.0000	12.1973	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
UFZ_Phenomenex	MTBLS17	0.0000	0.0000	22.0000	192.0000	-1.0000	18224.0000	12.1105	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
UFZ_Phenomenex	MTBLS19	0.0000	0.0000	27.0000	192.0000	-1.0000	18224.0000	12.0462	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
UFZ_Phenomenex	MTBLS20	0.0000	0.0000	78.6000	19.2000	-1.0000	173.6400	12.2051	0.0000	0.0000	0.6061	0.4041	0.0000	7.8967	7.8967
UFZ_Phenomenex	MTBLS36	0.0000	0.0000	48.0000	192.0000	-1.0000	18224.0000	12.4350	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
UFZ_Phenomenex	MTBLS38	0.0000	0.0000	37.0000	192.0000	-1.0000	18224.0000	12.4356	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
UFZ_Phenomenex	MTBLS39	0.0000	0.0000	18.0000	192.0000	-1.0000	18224.0000	12.4739	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
UFZ_Phenomenex	UFZ_Phenomenex	0.0000	0.0000	172.8000	19.2000	-1.0000	173.8000	12.4729	0.0000	0.0000	0.4041	0.4041	0.0000	7.6265	7.6265
UFZ_Phenomenex	UniToyama_Atlantis	0.0000	0.0000	98.8000	19.2000	-1.0000	173.9200	12.7146	0.0000	0.0000	0.4041	0.4041	0.0000	7.7192	7.7192
UFZ_Phenomenex	MTBLS52	0.0000	0.0000	19.0000	192.0000	-1.0000	18224.0000	12.8747	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
UFZ_Phenomenex	FEM_lipids	0.0000	0.0000	62.8000	19.2000	-1.0000	173.7000	12.9206	0.0000	0.0000	0.4518	0.4041	0.0000	7.5519	7.5519
