target_system	training_system	rank_corr	rank_corr_std	spear_corr	spear_corr_std
UniToyama_Atlantis	LIFE_old	0.5019	0.1729	0.6536	0.1948
UniToyama_Atlantis	LIFE_new	0.5228	0.1945	0.6551	0.2076
UniToyama_Atlantis	FEM_long	0.5331	0.1620	0.6881	0.1572
UniToyama_Atlantis	FEM_short	0.0051	0.2376	0.0012	0.3212
UniToyama_Atlantis	FEM_orbitrap_plasma	0.4225	0.2198	0.5579	0.2253
UniToyama_Atlantis	FEM_orbitrap_urine	0.3567	0.2282	0.4865	0.2896
UniToyama_Atlantis	IPB_Halle	0.4650	0.1681	0.6218	0.1906
UniToyama_Atlantis	RIKEN	0.5637	0.1896	0.7138	0.1845
UniToyama_Atlantis	Eawag_XBridgeC18	0.5992	0.0000	0.7790	0.0000
UniToyama_Atlantis	MPI_Symmetry	0.5344	0.1688	0.6781	0.1795
UniToyama_Atlantis	MTBLS4	-0.1041	0.0035	-0.1363	0.0048
UniToyama_Atlantis	MTBLS17	0.1112	0.0066	0.1310	0.0065
UniToyama_Atlantis	MTBLS19	0.1429	0.0029	0.1815	0.0050
UniToyama_Atlantis	MTBLS20	0.3561	0.1703	0.4780	0.2139
UniToyama_Atlantis	MTBLS36	0.4508	0.0104	0.6455	0.0169
UniToyama_Atlantis	MTBLS38	0.4171	0.1633	0.5458	0.2076
UniToyama_Atlantis	MTBLS39	0.2212	0.0142	0.3173	0.0209
UniToyama_Atlantis	UFZ_Phenomenex	0.3762	0.2006	0.4905	0.2418
UniToyama_Atlantis	UniToyama_Atlantis	0.6384	0.1762	0.7687	0.1757
UniToyama_Atlantis	MTBLS52	0.1672	0.2181	0.2247	0.2780
UniToyama_Atlantis	FEM_lipids	0.1282	0.2088	0.1662	0.2786
