target_system	training_systems	n_shared_mol	p_shared_mol	n_train_mol	n_test_mol	n_train_pairs	n_test_pairs	grid_search_time	n_shared_mol_std	p_shared_mol_std	n_train_mol_std	n_test_mol_std	n_train_pairs_std	n_test_pairs_std	grid_search_time_std
LIFE_old	LIFE_old	0.0000	0.0000	114.3000	12.7000	-1.0000	74.3600	9.5484	0.0000	0.0000	0.4629	0.4629	0.0000	5.5319	5.5319
LIFE_old	LIFE_new	0.0000	0.0000	99.3000	12.7000	-1.0000	74.3200	9.8512	0.0000	0.0000	1.8654	0.4629	0.0000	5.5529	5.5529
LIFE_old	FEM_long	0.0000	0.0000	279.1000	12.7000	-1.0000	74.3200	10.0515	0.0000	0.0000	1.1995	0.4629	0.0000	5.5086	5.5086
LIFE_old	FEM_short	0.0000	0.0000	64.7000	12.7000	-1.0000	74.2400	10.1274	0.0000	0.0000	0.4629	0.4629	0.0000	5.4644	5.4644
LIFE_old	FEM_orbitrap_plasma	0.0000	0.0000	77.3000	12.7000	-1.0000	74.3600	10.2653	0.0000	0.0000	1.0546	0.4629	0.0000	5.5319	5.5319
LIFE_old	FEM_orbitrap_urine	0.0000	0.0000	49.9000	12.7000	-1.0000	74.3000	10.3796	0.0000	0.0000	1.0152	0.4629	0.0000	5.5411	5.5411
LIFE_old	IPB_Halle	0.0000	0.0000	54.0000	12.7000	-1.0000	74.3400	10.5090	0.0000	0.0000	1.3248	0.4629	0.0000	5.5645	5.5645
LIFE_old	RIKEN	0.0000	0.0000	179.5000	12.7000	-1.0000	74.3400	10.8025	0.0000	0.0000	1.0738	0.4629	0.0000	5.6083	5.6083
LIFE_old	Eawag_XBridgeC18	0.0000	0.0000	316.8000	12.7000	-1.0000	74.3200	10.9018	0.0000	0.0000	0.4518	0.4629	0.0000	5.5529	5.5529
LIFE_old	MPI_Symmetry	0.0000	0.0000	37.8000	12.7000	-1.0000	74.3800	10.9483	0.0000	0.0000	0.4041	0.4629	0.0000	5.5435	5.5435
LIFE_old	MTBLS4	0.0000	0.0000	33.6000	12.7000	-1.0000	74.3000	11.0763	0.0000	0.0000	0.6389	0.4629	0.0000	5.6288	5.6288
LIFE_old	MTBLS17	0.0000	0.0000	21.6000	12.7000	-1.0000	74.3600	11.2087	0.0000	0.0000	0.5714	0.4629	0.0000	5.5760	5.5760
LIFE_old	MTBLS19	0.0000	0.0000	26.7000	12.7000	-1.0000	74.3000	11.3523	0.0000	0.0000	0.5051	0.4629	0.0000	5.5851	5.5851
LIFE_old	MTBLS20	0.0000	0.0000	77.7000	12.7000	-1.0000	74.3800	11.5087	0.0000	0.0000	0.9313	0.4629	0.0000	5.5875	5.5875
LIFE_old	MTBLS36	0.0000	0.0000	47.5000	12.7000	-1.0000	74.4000	11.6415	0.0000	0.0000	0.5440	0.4629	0.0000	5.5549	5.5549
LIFE_old	MTBLS38	0.0000	0.0000	36.2000	12.7000	-1.0000	74.3200	11.7845	0.0000	0.0000	0.9035	0.4629	0.0000	5.5086	5.5086
LIFE_old	MTBLS39	0.0000	0.0000	17.8000	12.7000	-1.0000	74.3600	11.9530	0.0000	0.0000	0.4041	0.4629	0.0000	5.5319	5.5319
LIFE_old	UFZ_Phenomenex	0.0000	0.0000	191.6000	12.7000	-1.0000	74.3800	12.2062	0.0000	0.0000	0.5714	0.4629	0.0000	5.5435	5.5435
LIFE_old	UniToyama_Atlantis	0.0000	0.0000	98.8000	12.7000	-1.0000	74.3400	12.2483	0.0000	0.0000	0.4041	0.4629	0.0000	5.5203	5.5203
LIFE_old	MTBLS52	0.0000	0.0000	19.0000	127.0000	-1.0000	7995.0000	12.3451	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LIFE_old	FEM_lipids	0.0000	0.0000	62.3000	12.7000	-1.0000	74.3600	12.4033	0.0000	0.0000	0.8391	0.4629	0.0000	5.5319	5.5319
