target_system	training_system	rank_corr	rank_corr_std	spear_corr	spear_corr_std
Eawag_XBridgeC18	LIFE_old	0.1518	0.1107	0.2146	0.1540
Eawag_XBridgeC18	LIFE_new	0.1547	0.1246	0.2131	0.1755
Eawag_XBridgeC18	FEM_long	0.1965	0.1074	0.2858	0.1491
Eawag_XBridgeC18	FEM_short	0.1610	0.0060	0.2323	0.0093
Eawag_XBridgeC18	FEM_orbitrap_plasma	0.1928	0.0000	0.2796	0.0000
Eawag_XBridgeC18	FEM_orbitrap_urine	0.1775	0.0031	0.2635	0.0054
Eawag_XBridgeC18	IPB_Halle	0.1967	0.1319	0.2797	0.1838
Eawag_XBridgeC18	RIKEN	0.1379	0.1075	0.1886	0.1527
Eawag_XBridgeC18	Eawag_XBridgeC18	0.5867	0.0777	0.7536	0.0798
Eawag_XBridgeC18	MPI_Symmetry	0.0771	0.1148	0.1130	0.1655
Eawag_XBridgeC18	MTBLS4	0.0860	0.0073	0.1285	0.0113
Eawag_XBridgeC18	MTBLS17	0.0260	0.0066	0.0372	0.0101
Eawag_XBridgeC18	MTBLS19	-0.0473	0.0043	-0.0664	0.0076
Eawag_XBridgeC18	MTBLS20	0.1121	0.1235	0.1586	0.1785
Eawag_XBridgeC18	MTBLS36	0.1791	0.0029	0.2637	0.0036
Eawag_XBridgeC18	MTBLS38	0.1735	0.0980	0.2543	0.1501
Eawag_XBridgeC18	MTBLS39	0.0042	0.0012	0.0032	0.0015
Eawag_XBridgeC18	UFZ_Phenomenex	0.4199	0.0925	0.5582	0.1195
Eawag_XBridgeC18	UniToyama_Atlantis	0.1653	0.0000	0.2484	0.0000
Eawag_XBridgeC18	MTBLS52	0.0721	0.0487	0.1071	0.0732
Eawag_XBridgeC18	FEM_lipids	0.1894	0.0050	0.2731	0.0057
