target_system	training_system	score	score_std
FEM_short	LIFE_old	0.6759	0.0740
FEM_short	LIFE_new	0.7055	0.0787
FEM_short	FEM_long	0.8462	0.0473
FEM_short	FEM_short	0.8045	0.0483
FEM_short	FEM_orbitrap_plasma	0.6276	0.0824
FEM_short	FEM_orbitrap_urine	0.7338	0.0594
FEM_short	IPB_Halle	0.5089	0.0872
FEM_short	RIKEN	0.7806	0.0659
FEM_short	Eawag_XBridgeC18	0.6911	0.0000
FEM_short	MPI_Symmetry	0.7260	0.0852
FEM_short	MTBLS4	0.7107	0.0021
FEM_short	MTBLS17	0.3518	0.0062
FEM_short	MTBLS19	0.4780	0.0065
FEM_short	MTBLS20	0.6954	0.0821
FEM_short	MTBLS36	0.6332	0.0758
FEM_short	MTBLS38	0.7231	0.0899
FEM_short	MTBLS39	0.7054	0.0591
FEM_short	UFZ_Phenomenex	0.7242	0.0002
FEM_short	UniToyama_Atlantis	0.4495	0.0923
FEM_short	MTBLS52	0.5351	0.0452
FEM_short	FEM_lipids	0.6646	0.0000
