C	epsilon	target_system	training_systems
10	0.01	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
100	0.15	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
100	0.15	MPI_Symmetry	LIFE_old
1	0.15	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.25	MPI_Symmetry	LIFE_old
10	0.25	MPI_Symmetry	LIFE_old
100	0.15	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.25	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.25	MPI_Symmetry	LIFE_old
10	0.25	MPI_Symmetry	LIFE_old
100	0.15	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
1	0.15	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.25	MPI_Symmetry	LIFE_old
10	0.25	MPI_Symmetry	LIFE_old
10	0.25	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
100	0.15	MPI_Symmetry	LIFE_old
100	0.15	MPI_Symmetry	LIFE_old
1	0.15	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.25	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.25	MPI_Symmetry	LIFE_old
10	0.25	MPI_Symmetry	LIFE_old
10	0.25	MPI_Symmetry	LIFE_old
1	0.15	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
100	0.15	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
100	0.15	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
10	0.25	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
100	0.15	MPI_Symmetry	LIFE_old
100	0.15	MPI_Symmetry	LIFE_old
10	0.01	MPI_Symmetry	LIFE_old
