C	score	target_system	training_systems
0.001	0.6631	UFZ_Phenomenex	UFZ_Phenomenex
0.01	0.6631	UFZ_Phenomenex	UFZ_Phenomenex
0.1	0.7448	UFZ_Phenomenex	UFZ_Phenomenex
1	0.786	UFZ_Phenomenex	UFZ_Phenomenex
10	0.7845	UFZ_Phenomenex	UFZ_Phenomenex
100	0.7693	UFZ_Phenomenex	UFZ_Phenomenex
1000	0.6826	UFZ_Phenomenex	UFZ_Phenomenex
0.001	0.676	UFZ_Phenomenex	UFZ_Phenomenex
0.01	0.676	UFZ_Phenomenex	UFZ_Phenomenex
0.1	0.7431	UFZ_Phenomenex	UFZ_Phenomenex
1	0.7944	UFZ_Phenomenex	UFZ_Phenomenex
10	0.7872	UFZ_Phenomenex	UFZ_Phenomenex
100	0.7727	UFZ_Phenomenex	UFZ_Phenomenex
1000	0.7049	UFZ_Phenomenex	UFZ_Phenomenex
0.001	0.6303	UFZ_Phenomenex	UFZ_Phenomenex
0.01	0.6303	UFZ_Phenomenex	UFZ_Phenomenex
0.1	0.7373	UFZ_Phenomenex	UFZ_Phenomenex
1	0.8016	UFZ_Phenomenex	UFZ_Phenomenex
10	0.7944	UFZ_Phenomenex	UFZ_Phenomenex
100	0.7737	UFZ_Phenomenex	UFZ_Phenomenex
1000	0.6488	UFZ_Phenomenex	UFZ_Phenomenex
0.001	0.6574	UFZ_Phenomenex	UFZ_Phenomenex
0.01	0.6574	UFZ_Phenomenex	UFZ_Phenomenex
0.1	0.7488	UFZ_Phenomenex	UFZ_Phenomenex
1	0.7752	UFZ_Phenomenex	UFZ_Phenomenex
10	0.7752	UFZ_Phenomenex	UFZ_Phenomenex
100	0.7645	UFZ_Phenomenex	UFZ_Phenomenex
1000	0.6781	UFZ_Phenomenex	UFZ_Phenomenex
0.001	0.6384	UFZ_Phenomenex	UFZ_Phenomenex
0.01	0.6384	UFZ_Phenomenex	UFZ_Phenomenex
0.1	0.7302	UFZ_Phenomenex	UFZ_Phenomenex
1	0.7893	UFZ_Phenomenex	UFZ_Phenomenex
10	0.7836	UFZ_Phenomenex	UFZ_Phenomenex
100	0.7779	UFZ_Phenomenex	UFZ_Phenomenex
1000	0.6612	UFZ_Phenomenex	UFZ_Phenomenex
0.001	0.6417	UFZ_Phenomenex	UFZ_Phenomenex
