C	score	target_system	training_systems
0.001	0.7513	FEM_long	FEM_long
0.01	0.7513	FEM_long	FEM_long
0.1	0.832	FEM_long	FEM_long
1	0.8652	FEM_long	FEM_long
10	0.8737	FEM_long	FEM_long
100	0.8629	FEM_long	FEM_long
1000	0.7822	FEM_long	FEM_long
0.001	0.7625	FEM_long	FEM_long
0.01	0.7625	FEM_long	FEM_long
0.1	0.8536	FEM_long	FEM_long
1	0.8832	FEM_long	FEM_long
10	0.893	FEM_long	FEM_long
100	0.8783	FEM_long	FEM_long
1000	0.8025	FEM_long	FEM_long
0.001	0.7463	FEM_long	FEM_long
0.01	0.7463	FEM_long	FEM_long
0.1	0.8295	FEM_long	FEM_long
1	0.8735	FEM_long	FEM_long
10	0.8816	FEM_long	FEM_long
100	0.866	FEM_long	FEM_long
1000	0.7853	FEM_long	FEM_long
0.001	0.7445	FEM_long	FEM_long
0.01	0.7445	FEM_long	FEM_long
0.1	0.8555	FEM_long	FEM_long
1	0.8871	FEM_long	FEM_long
10	0.8959	FEM_long	FEM_long
100	0.8744	FEM_long	FEM_long
1000	0.7943	FEM_long	FEM_long
0.001	0.7577	FEM_long	FEM_long
0.01	0.7577	FEM_long	FEM_long
0.1	0.8492	FEM_long	FEM_long
1	0.8808	FEM_long	FEM_long
10	0.8818	FEM_long	FEM_long
100	0.8759	FEM_long	FEM_long
1000	0.8059	FEM_long	FEM_long
0.001	0.7445	FEM_long	FEM_long
0.01	0.7445	FEM_long	FEM_long
0.1	0.8505	FEM_long	FEM_long
1	0.8775	FEM_long	FEM_long
10	0.8883	FEM_long	FEM_long
100	0.8756	FEM_long	FEM_long
1000	0.7864	FEM_long	FEM_long
0.001	0.7412	FEM_long	FEM_long
0.01	0.7412	FEM_long	FEM_long
0.1	0.8467	FEM_long	FEM_long
1	0.8903	FEM_long	FEM_long
10	0.8952	FEM_long	FEM_long
100	0.8857	FEM_long	FEM_long
1000	0.7865	FEM_long	FEM_long
0.001	0.7362	FEM_long	FEM_long
0.01	0.7362	FEM_long	FEM_long
0.1	0.841	FEM_long	FEM_long
1	0.8755	FEM_long	FEM_long
10	0.883	FEM_long	FEM_long
100	0.8748	FEM_long	FEM_long
1000	0.7681	FEM_long	FEM_long
0.001	0.771	FEM_long	FEM_long
0.01	0.771	FEM_long	FEM_long
0.1	0.8534	FEM_long	FEM_long
1	0.8908	FEM_long	FEM_long
10	0.8979	FEM_long	FEM_long
100	0.8866	FEM_long	FEM_long
1000	0.8058	FEM_long	FEM_long
0.001	0.7101	FEM_long	FEM_long
0.01	0.7101	FEM_long	FEM_long
0.1	0.8279	FEM_long	FEM_long
1	0.8754	FEM_long	FEM_long
10	0.8868	FEM_long	FEM_long
100	0.8604	FEM_long	FEM_long
1000	0.7543	FEM_long	FEM_long
0.001	0.7516	FEM_long	FEM_long
0.01	0.7516	FEM_long	FEM_long
0.1	0.8395	FEM_long	FEM_long
1	0.8809	FEM_long	FEM_long
10	0.8851	FEM_long	FEM_long
100	0.8684	FEM_long	FEM_long
1000	0.7857	FEM_long	FEM_long
0.001	0.7648	FEM_long	FEM_long
0.01	0.7648	FEM_long	FEM_long
0.1	0.8423	FEM_long	FEM_long
1	0.8729	FEM_long	FEM_long
10	0.883	FEM_long	FEM_long
100	0.866	FEM_long	FEM_long
1000	0.8016	FEM_long	FEM_long
0.001	0.7322	FEM_long	FEM_long
0.01	0.7322	FEM_long	FEM_long
0.1	0.8269	FEM_long	FEM_long
1	0.8706	FEM_long	FEM_long
10	0.8875	FEM_long	FEM_long
100	0.866	FEM_long	FEM_long
1000	0.7797	FEM_long	FEM_long
0.001	0.7551	FEM_long	FEM_long
0.01	0.7551	FEM_long	FEM_long
0.1	0.8436	FEM_long	FEM_long
1	0.8904	FEM_long	FEM_long
10	0.8963	FEM_long	FEM_long
100	0.8797	FEM_long	FEM_long
1000	0.8052	FEM_long	FEM_long
0.001	0.7515	FEM_long	FEM_long
0.01	0.7515	FEM_long	FEM_long
0.1	0.8433	FEM_long	FEM_long
1	0.88	FEM_long	FEM_long
10	0.8872	FEM_long	FEM_long
100	0.8647	FEM_long	FEM_long
1000	0.788	FEM_long	FEM_long
0.001	0.7245	FEM_long	FEM_long
0.01	0.7245	FEM_long	FEM_long
0.1	0.8394	FEM_long	FEM_long
1	0.8736	FEM_long	FEM_long
10	0.8843	FEM_long	FEM_long
100	0.8638	FEM_long	FEM_long
1000	0.7769	FEM_long	FEM_long
0.001	0.7567	FEM_long	FEM_long
0.01	0.7567	FEM_long	FEM_long
0.1	0.8361	FEM_long	FEM_long
1	0.8781	FEM_long	FEM_long
10	0.8804	FEM_long	FEM_long
100	0.8667	FEM_long	FEM_long
1000	0.7834	FEM_long	FEM_long
0.001	0.7387	FEM_long	FEM_long
0.01	0.7387	FEM_long	FEM_long
0.1	0.8533	FEM_long	FEM_long
1	0.894	FEM_long	FEM_long
10	0.8947	FEM_long	FEM_long
100	0.882	FEM_long	FEM_long
1000	0.7852	FEM_long	FEM_long
0.001	0.7438	FEM_long	FEM_long
0.01	0.7438	FEM_long	FEM_long
0.1	0.8469	FEM_long	FEM_long
1	0.8788	FEM_long	FEM_long
10	0.8876	FEM_long	FEM_long
100	0.8726	FEM_long	FEM_long
1000	0.7829	FEM_long	FEM_long
0.001	0.7629	FEM_long	FEM_long
0.01	0.7629	FEM_long	FEM_long
0.1	0.8535	FEM_long	FEM_long
1	0.8792	FEM_long	FEM_long
10	0.8782	FEM_long	FEM_long
100	0.8671	FEM_long	FEM_long
1000	0.7984	FEM_long	FEM_long
0.001	0.7525	FEM_long	FEM_long
0.01	0.7525	FEM_long	FEM_long
0.1	0.8473	FEM_long	FEM_long
1	0.8726	FEM_long	FEM_long
10	0.8844	FEM_long	FEM_long
100	0.8595	FEM_long	FEM_long
1000	0.8126	FEM_long	FEM_long
0.001	0.7634	FEM_long	FEM_long
0.01	0.7634	FEM_long	FEM_long
0.1	0.8435	FEM_long	FEM_long
1	0.8865	FEM_long	FEM_long
10	0.893	FEM_long	FEM_long
100	0.8822	FEM_long	FEM_long
1000	0.793	FEM_long	FEM_long
