C	score	target_system	training_systems
0.0010	0.7125	RIKEN	RIKEN
0.0100	0.7125	RIKEN	RIKEN
0.1000	0.8460	RIKEN	RIKEN
1.0000	0.8526	RIKEN	RIKEN
10.0000	0.8542	RIKEN	RIKEN
100.0000	0.8387	RIKEN	RIKEN
1000.0000	0.7330	RIKEN	RIKEN
0.0010	0.7248	RIKEN	RIKEN
0.0100	0.7248	RIKEN	RIKEN
0.1000	0.8198	RIKEN	RIKEN
1.0000	0.8482	RIKEN	RIKEN
10.0000	0.8596	RIKEN	RIKEN
100.0000	0.8060	RIKEN	RIKEN
1000.0000	0.7346	RIKEN	RIKEN
0.0010	0.7121	RIKEN	RIKEN
0.0100	0.7121	RIKEN	RIKEN
0.1000	0.8282	RIKEN	RIKEN
1.0000	0.8540	RIKEN	RIKEN
10.0000	0.8516	RIKEN	RIKEN
100.0000	0.8258	RIKEN	RIKEN
1000.0000	0.7258	RIKEN	RIKEN
0.0010	0.7072	RIKEN	RIKEN
0.0100	0.7072	RIKEN	RIKEN
0.1000	0.8270	RIKEN	RIKEN
1.0000	0.8479	RIKEN	RIKEN
10.0000	0.8431	RIKEN	RIKEN
100.0000	0.8222	RIKEN	RIKEN
1000.0000	0.7136	RIKEN	RIKEN
0.0010	0.6968	RIKEN	RIKEN
0.0100	0.6968	RIKEN	RIKEN
0.1000	0.8298	RIKEN	RIKEN
1.0000	0.8387	RIKEN	RIKEN
10.0000	0.8460	RIKEN	RIKEN
100.0000	0.8113	RIKEN	RIKEN
1000.0000	0.7194	RIKEN	RIKEN
0.0010	0.7259	RIKEN	RIKEN
0.0100	0.7259	RIKEN	RIKEN
0.1000	0.8246	RIKEN	RIKEN
1.0000	0.8351	RIKEN	RIKEN
10.0000	0.8399	RIKEN	RIKEN
100.0000	0.8052	RIKEN	RIKEN
1000.0000	0.7348	RIKEN	RIKEN
0.0010	0.7138	RIKEN	RIKEN
0.0100	0.7138	RIKEN	RIKEN
0.1000	0.8285	RIKEN	RIKEN
1.0000	0.8374	RIKEN	RIKEN
10.0000	0.8390	RIKEN	RIKEN
100.0000	0.8171	RIKEN	RIKEN
1000.0000	0.7220	RIKEN	RIKEN
0.0010	0.7268	RIKEN	RIKEN
0.0100	0.7268	RIKEN	RIKEN
0.1000	0.8399	RIKEN	RIKEN
1.0000	0.8634	RIKEN	RIKEN
10.0000	0.8585	RIKEN	RIKEN
100.0000	0.8165	RIKEN	RIKEN
1000.0000	0.7357	RIKEN	RIKEN
0.0010	0.7234	RIKEN	RIKEN
0.0100	0.7234	RIKEN	RIKEN
0.1000	0.8378	RIKEN	RIKEN
1.0000	0.8435	RIKEN	RIKEN
10.0000	0.8435	RIKEN	RIKEN
100.0000	0.8297	RIKEN	RIKEN
1000.0000	0.7348	RIKEN	RIKEN
0.0010	0.7123	RIKEN	RIKEN
0.0100	0.7123	RIKEN	RIKEN
0.1000	0.8292	RIKEN	RIKEN
1.0000	0.8590	RIKEN	RIKEN
10.0000	0.8533	RIKEN	RIKEN
100.0000	0.8179	RIKEN	RIKEN
1000.0000	0.7204	RIKEN	RIKEN
0.0010	0.7125	RIKEN	RIKEN
0.0100	0.7125	RIKEN	RIKEN
0.1000	0.8141	RIKEN	RIKEN
1.0000	0.8247	RIKEN	RIKEN
10.0000	0.8256	RIKEN	RIKEN
100.0000	0.8149	RIKEN	RIKEN
1000.0000	0.7289	RIKEN	RIKEN
0.0010	0.7218	RIKEN	RIKEN
0.0100	0.7218	RIKEN	RIKEN
0.1000	0.8305	RIKEN	RIKEN
1.0000	0.8556	RIKEN	RIKEN
10.0000	0.8548	RIKEN	RIKEN
100.0000	0.8248	RIKEN	RIKEN
1000.0000	0.7372	RIKEN	RIKEN
0.0010	0.7220	RIKEN	RIKEN
0.0100	0.7220	RIKEN	RIKEN
0.1000	0.8179	RIKEN	RIKEN
1.0000	0.8380	RIKEN	RIKEN
10.0000	0.8388	RIKEN	RIKEN
100.0000	0.8122	RIKEN	RIKEN
1000.0000	0.7244	RIKEN	RIKEN
0.0010	0.7082	RIKEN	RIKEN
0.0100	0.7082	RIKEN	RIKEN
0.1000	0.8167	RIKEN	RIKEN
1.0000	0.8240	RIKEN	RIKEN
10.0000	0.8272	RIKEN	RIKEN
100.0000	0.8039	RIKEN	RIKEN
1000.0000	0.7106	RIKEN	RIKEN
0.0010	0.7100	RIKEN	RIKEN
0.0100	0.7100	RIKEN	RIKEN
0.1000	0.8239	RIKEN	RIKEN
1.0000	0.8409	RIKEN	RIKEN
10.0000	0.8344	RIKEN	RIKEN
100.0000	0.8134	RIKEN	RIKEN
