C	target_system	training_systems
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
100.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
0.1000	UFZ_Phenomenex	UFZ_Phenomenex
1000.0000	UFZ_Phenomenex	UFZ_Phenomenex
0.1000	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
0.1000	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
0.1000	UFZ_Phenomenex	UFZ_Phenomenex
0.1000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
0.1000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
0.1000	UFZ_Phenomenex	UFZ_Phenomenex
100.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
0.1000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
100.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
0.1000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
100.0000	UFZ_Phenomenex	UFZ_Phenomenex
100.0000	UFZ_Phenomenex	UFZ_Phenomenex
100.0000	UFZ_Phenomenex	UFZ_Phenomenex
1.0000	UFZ_Phenomenex	UFZ_Phenomenex
0.1000	UFZ_Phenomenex	UFZ_Phenomenex
100.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
0.1000	UFZ_Phenomenex	UFZ_Phenomenex
1000.0000	UFZ_Phenomenex	UFZ_Phenomenex
1000.0000	UFZ_Phenomenex	UFZ_Phenomenex
100.0000	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
0.1000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
0.1000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
0.1000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
10.0000	UFZ_Phenomenex	UFZ_Phenomenex
0.0010	UFZ_Phenomenex	UFZ_Phenomenex
