C	score	target_system	training_systems
0.001	0.6864	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.6864	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.6922	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.696	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.7017	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.6883	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.6883	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.6388	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.6388	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.6691	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.6878	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.6935	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.6676	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.6417	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.6089	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.6089	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.6476	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.6361	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.6633	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.6347	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.6117	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.5307	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.5307	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.5958	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.6245	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.659	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.5824	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.5287	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.5842	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.5842	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.6446	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.6547	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.6719	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.6317	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.5928	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.6705	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.6705	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.6964	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.7151	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.7194	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.6849	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.6719	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.6667	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.6667	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.6926	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.7186	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.7244	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.684	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.6696	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.6371	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.6371	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.6834	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.7046	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.6853	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.6641	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.6429	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.6284	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.6284	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.6528	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.6557	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.67	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.6413	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.6255	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.6782	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.6782	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.6782	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.6839	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.6782	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.6796	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.6753	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.6781	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.6781	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.6938	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.7253	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.7268	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.7053	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.6795	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.6386	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.6386	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.6577	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.6329	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.6367	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.6424	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.6405	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.6788	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.6788	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.7285	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.7266	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.7247	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.7075	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.6807	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.6853	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.6853	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.7098	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.7069	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.7083	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.7069	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.6897	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.6228	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.6228	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.6387	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.6676	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.6416	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.6272	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.6257	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.639	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.639	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.6525	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.6448	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.6255	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.6448	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.6429	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.7316	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.7316	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.7504	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.7359	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.7345	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.7504	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.7316	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.7203	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.7203	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.7337	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.7433	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.7433	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.7261	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.7203	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.6259	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.6259	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.6489	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.6662	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.6576	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.6302	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.6259	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.7233	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.7233	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.7271	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.7347	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.7233	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.7252	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.7233	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.5602	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.5602	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.566	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.5851	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.5889	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.5526	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.5564	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.5209	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.5209	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.5065	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.5036	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.4863	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.5036	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.518	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.4864	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.4864	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.4978	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.5151	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.5079	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.5007	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.4921	Eawag_XBridgeC18	Eawag_XBridgeC18
0.001	0.5687	Eawag_XBridgeC18	Eawag_XBridgeC18
0.01	0.5687	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.5832	Eawag_XBridgeC18	Eawag_XBridgeC18
1	0.5774	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.5745	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.5847	Eawag_XBridgeC18	Eawag_XBridgeC18
1000	0.5673	Eawag_XBridgeC18	Eawag_XBridgeC18
