target_system	training_system	d_lower	d_upper	score	score_std
LIFE_old	LIFE_old	0	1	0.6047	0.0892
LIFE_old	LIFE_old	0	2	0.6519	0.0822
LIFE_old	LIFE_old	0	4	0.7304	0.0854
LIFE_old	LIFE_old	0	8	0.8012	0.0824
LIFE_old	LIFE_old	0	16	0.8226	0.0768
LIFE_old	LIFE_old	0	32	0.8226	0.0768
LIFE_old	LIFE_old	0	64	0.8226	0.0768
LIFE_old	LIFE_old	0	Inf	0.8226	0.0768
LIFE_old	LIFE_old	1	1	0.6047	0.0892
LIFE_old	LIFE_old	1	2	0.6519	0.0822
LIFE_old	LIFE_old	1	4	0.7304	0.0854
LIFE_old	LIFE_old	1	8	0.8012	0.0824
LIFE_old	LIFE_old	1	16	0.8226	0.0768
LIFE_old	LIFE_old	1	32	0.8226	0.0768
LIFE_old	LIFE_old	1	64	0.8226	0.0768
LIFE_old	LIFE_old	1	Inf	0.8226	0.0768
LIFE_old	LIFE_old	2	2	0.7035	0.1221
LIFE_old	LIFE_old	2	4	0.781	0.1065
LIFE_old	LIFE_old	2	8	0.8439	0.0958
LIFE_old	LIFE_old	2	16	0.8634	0.0872
LIFE_old	LIFE_old	2	32	0.8634	0.0872
LIFE_old	LIFE_old	2	64	0.8634	0.0872
LIFE_old	LIFE_old	2	Inf	0.8634	0.0872
LIFE_old	LIFE_old	3	4	0.8261	0.1195
LIFE_old	LIFE_old	3	8	0.8788	0.1007
LIFE_old	LIFE_old	3	16	0.8965	0.0894
LIFE_old	LIFE_old	3	32	0.8965	0.0894
LIFE_old	LIFE_old	3	64	0.8965	0.0894
LIFE_old	LIFE_old	3	Inf	0.8965	0.0894
LIFE_old	LIFE_old	4	4	0.8528	0.1282
LIFE_old	LIFE_old	4	8	0.901	0.1011
LIFE_old	LIFE_old	4	16	0.9181	0.087
LIFE_old	LIFE_old	4	32	0.9181	0.087
LIFE_old	LIFE_old	4	64	0.9181	0.087
LIFE_old	LIFE_old	4	Inf	0.9181	0.087
