C	epsilon	score	target_system	training_systems
0.001	0.01	-0.0577	FEM_long	FEM_long
0.001	0.025	-0.0576	FEM_long	FEM_long
0.001	0.05	-0.0574	FEM_long	FEM_long
0.001	0.1	-0.0572	FEM_long	FEM_long
0.001	0.15	-0.0569	FEM_long	FEM_long
0.001	0.25	-0.0571	FEM_long	FEM_long
0.001	0.5	-0.0568	FEM_long	FEM_long
0.001	1	-0.0598	FEM_long	FEM_long
0.001	1.5	-0.0617	FEM_long	FEM_long
0.001	2	-0.0582	FEM_long	FEM_long
0.01	0.01	-0.0523	FEM_long	FEM_long
0.01	0.025	-0.0521	FEM_long	FEM_long
0.01	0.05	-0.052	FEM_long	FEM_long
0.01	0.1	-0.0517	FEM_long	FEM_long
0.01	0.15	-0.0512	FEM_long	FEM_long
0.01	0.25	-0.0512	FEM_long	FEM_long
0.01	0.5	-0.0505	FEM_long	FEM_long
0.01	1	-0.0529	FEM_long	FEM_long
0.01	1.5	-0.0545	FEM_long	FEM_long
0.01	2	-0.0514	FEM_long	FEM_long
0.1	0.01	0.0062	FEM_long	FEM_long
0.1	0.025	0.0063	FEM_long	FEM_long
0.1	0.05	0.0066	FEM_long	FEM_long
0.1	0.1	0.0073	FEM_long	FEM_long
0.1	0.15	0.0078	FEM_long	FEM_long
0.1	0.25	0.0083	FEM_long	FEM_long
0.1	0.5	0.0102	FEM_long	FEM_long
0.1	1	0.0096	FEM_long	FEM_long
0.1	1.5	0.0131	FEM_long	FEM_long
0.1	2	0.0145	FEM_long	FEM_long
1	0.01	0.393	FEM_long	FEM_long
1	0.025	0.3931	FEM_long	FEM_long
1	0.05	0.3933	FEM_long	FEM_long
1	0.1	0.3937	FEM_long	FEM_long
1	0.15	0.394	FEM_long	FEM_long
1	0.25	0.3941	FEM_long	FEM_long
1	0.5	0.3937	FEM_long	FEM_long
1	1	0.3929	FEM_long	FEM_long
1	1.5	0.3914	FEM_long	FEM_long
1	2	0.3958	FEM_long	FEM_long
10	0.01	0.755	FEM_long	FEM_long
10	0.025	0.755	FEM_long	FEM_long
10	0.05	0.7551	FEM_long	FEM_long
10	0.1	0.7554	FEM_long	FEM_long
10	0.15	0.7558	FEM_long	FEM_long
