C	epsilon	target_system	training_systems
100	0.25	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.01	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.1	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.01	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.025	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.5	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.01	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.01	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.5	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.5	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.15	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.5	Eawag_XBridgeC18	Eawag_XBridgeC18
1	2	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.5	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.01	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.25	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.05	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.25	Eawag_XBridgeC18	Eawag_XBridgeC18
1	1.5	Eawag_XBridgeC18	Eawag_XBridgeC18
10	1	Eawag_XBridgeC18	Eawag_XBridgeC18
1	2	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.25	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.01	Eawag_XBridgeC18	Eawag_XBridgeC18
1	1	Eawag_XBridgeC18	Eawag_XBridgeC18
1	1	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.25	Eawag_XBridgeC18	Eawag_XBridgeC18
0.1	0.01	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.01	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.5	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.15	Eawag_XBridgeC18	Eawag_XBridgeC18
10	1	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.15	Eawag_XBridgeC18	Eawag_XBridgeC18
10	1	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1	Eawag_XBridgeC18	Eawag_XBridgeC18
10	1	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.25	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.01	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.25	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.25	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.25	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.01	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.5	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.25	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.25	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.15	Eawag_XBridgeC18	Eawag_XBridgeC18
10	1	UFZ_Phenomenex	UFZ_Phenomenex
10	1.5	UFZ_Phenomenex	UFZ_Phenomenex
10	1	UFZ_Phenomenex	UFZ_Phenomenex
10	1.5	UFZ_Phenomenex	UFZ_Phenomenex
10	1.5	UFZ_Phenomenex	UFZ_Phenomenex
10	1	UFZ_Phenomenex	UFZ_Phenomenex
10	1.5	UFZ_Phenomenex	UFZ_Phenomenex
10	1	UFZ_Phenomenex	UFZ_Phenomenex
10	1.5	UFZ_Phenomenex	UFZ_Phenomenex
10	1	UFZ_Phenomenex	UFZ_Phenomenex
