target_system	training_system	d_lower	d_upper	score	score_std
MTBLS38	MTBLS38	0.0000	1.0000	0.5520	0.1092
MTBLS38	MTBLS38	0.0000	2.0000	0.6066	0.0916
MTBLS38	MTBLS38	0.0000	4.0000	0.6760	0.0844
MTBLS38	MTBLS38	0.0000	8.0000	0.7485	0.0801
MTBLS38	MTBLS38	0.0000	16.0000	0.7527	0.0804
MTBLS38	MTBLS38	0.0000	32.0000	0.7527	0.0804
MTBLS38	MTBLS38	0.0000	64.0000	0.7527	0.0804
MTBLS38	MTBLS38	0.0000	inf	0.7527	0.0804
MTBLS38	MTBLS38	1.0000	1.0000	0.5520	0.1092
MTBLS38	MTBLS38	1.0000	2.0000	0.6066	0.0916
MTBLS38	MTBLS38	1.0000	4.0000	0.6760	0.0844
MTBLS38	MTBLS38	1.0000	8.0000	0.7485	0.0801
MTBLS38	MTBLS38	1.0000	16.0000	0.7527	0.0804
MTBLS38	MTBLS38	1.0000	32.0000	0.7527	0.0804
MTBLS38	MTBLS38	1.0000	64.0000	0.7527	0.0804
MTBLS38	MTBLS38	1.0000	inf	0.7527	0.0804
MTBLS38	MTBLS38	2.0000	2.0000	0.6680	0.1200
MTBLS38	MTBLS38	2.0000	4.0000	0.7291	0.0967
MTBLS38	MTBLS38	2.0000	8.0000	0.7991	0.0877
MTBLS38	MTBLS38	2.0000	16.0000	0.8029	0.0878
MTBLS38	MTBLS38	2.0000	32.0000	0.8029	0.0878
MTBLS38	MTBLS38	2.0000	64.0000	0.8029	0.0878
MTBLS38	MTBLS38	2.0000	inf	0.8029	0.0878
MTBLS38	MTBLS38	3.0000	4.0000	0.7668	0.1143
MTBLS38	MTBLS38	3.0000	8.0000	0.8379	0.0951
MTBLS38	MTBLS38	3.0000	16.0000	0.8414	0.0950
MTBLS38	MTBLS38	3.0000	32.0000	0.8414	0.0950
MTBLS38	MTBLS38	3.0000	64.0000	0.8414	0.0950
MTBLS38	MTBLS38	3.0000	inf	0.8414	0.0950
MTBLS38	MTBLS38	4.0000	4.0000	0.8027	0.1362
MTBLS38	MTBLS38	4.0000	8.0000	0.8736	0.0991
MTBLS38	MTBLS38	4.0000	16.0000	0.8766	0.0988
MTBLS38	MTBLS38	4.0000	32.0000	0.8766	0.0988
MTBLS38	MTBLS38	4.0000	64.0000	0.8766	0.0988
MTBLS38	MTBLS38	4.0000	inf	0.8766	0.0988
MTBLS38	MTBLS38	5.0000	8.0000	0.9040	0.1031
MTBLS38	MTBLS38	5.0000	16.0000	0.9061	0.1023
MTBLS38	MTBLS38	5.0000	32.0000	0.9061	0.1023
MTBLS38	MTBLS38	5.0000	64.0000	0.9061	0.1023
MTBLS38	MTBLS38	5.0000	inf	0.9061	0.1023
MTBLS38	MTBLS38	6.0000	8.0000	0.9298	0.1142
MTBLS38	MTBLS38	6.0000	16.0000	0.9304	0.1123
MTBLS38	MTBLS38	6.0000	32.0000	0.9304	0.1123
MTBLS38	MTBLS38	6.0000	64.0000	0.9304	0.1123
MTBLS38	MTBLS38	6.0000	inf	0.9304	0.1123
MTBLS38	MTBLS38	7.0000	8.0000	0.9408	0.1245
MTBLS38	MTBLS38	7.0000	16.0000	0.9400	0.1223
MTBLS38	MTBLS38	7.0000	32.0000	0.9400	0.1223
MTBLS38	MTBLS38	7.0000	64.0000	0.9400	0.1223
MTBLS38	MTBLS38	7.0000	inf	0.9400	0.1223
MTBLS38	MTBLS38	8.0000	8.0000	0.9320	0.1721
MTBLS38	MTBLS38	8.0000	16.0000	0.9333	0.1584
MTBLS38	MTBLS38	8.0000	32.0000	0.9333	0.1584
MTBLS38	MTBLS38	8.0000	64.0000	0.9333	0.1584
MTBLS38	MTBLS38	8.0000	inf	0.9333	0.1584
MTBLS38	MTBLS38	9.0000	16.0000	0.9360	0.2457
MTBLS38	MTBLS38	9.0000	32.0000	0.9360	0.2457
MTBLS38	MTBLS38	9.0000	64.0000	0.9360	0.2457
MTBLS38	MTBLS38	9.0000	inf	0.9360	0.2457
MTBLS38	MTBLS38	10.0000	16.0000	0.0000	0.0000
MTBLS38	MTBLS38	10.0000	32.0000	0.0000	0.0000
MTBLS38	MTBLS38	10.0000	64.0000	0.0000	0.0000
MTBLS38	MTBLS38	10.0000	inf	0.0000	0.0000
MTBLS38	MTBLS38	11.0000	16.0000	0.0000	0.0000
MTBLS38	MTBLS38	11.0000	32.0000	0.0000	0.0000
MTBLS38	MTBLS38	11.0000	64.0000	0.0000	0.0000
MTBLS38	MTBLS38	11.0000	inf	0.0000	0.0000
MTBLS38	MTBLS38	12.0000	16.0000	0.0000	0.0000
MTBLS38	MTBLS38	12.0000	32.0000	0.0000	0.0000
MTBLS38	MTBLS38	12.0000	64.0000	0.0000	0.0000
MTBLS38	MTBLS38	12.0000	inf	0.0000	0.0000
MTBLS38	MTBLS38	13.0000	16.0000	0.0000	0.0000
MTBLS38	MTBLS38	13.0000	32.0000	0.0000	0.0000
MTBLS38	MTBLS38	13.0000	64.0000	0.0000	0.0000
MTBLS38	MTBLS38	13.0000	inf	0.0000	0.0000
MTBLS38	MTBLS38	14.0000	16.0000	0.0000	0.0000
MTBLS38	MTBLS38	14.0000	32.0000	0.0000	0.0000
MTBLS38	MTBLS38	14.0000	64.0000	0.0000	0.0000
MTBLS38	MTBLS38	14.0000	inf	0.0000	0.0000
