target_system	training_systems	n_shared_mol	p_shared_mol	n_train_mol	n_test_mol	n_train_pairs	n_test_pairs	grid_search_time	n_shared_mol_std	p_shared_mol_std	n_train_mol_std	n_test_mol_std	n_train_pairs_std	n_test_pairs_std	grid_search_time_std
MTBLS36	RIKEN;LIFE_old;MTBLS52	0	0	310.296	12	-1	66	10.3589	0	0	1.1847	0	0	0	0
FEM_orbitrap_plasma	RIKEN;LIFE_old;MTBLS52	0	0	309.2	7.9	-1	27.3	10.2389	0	0	1.3851	0.303	0	2.1213	2.1213
UFZ_Phenomenex	RIKEN;LIFE_old;MTBLS52	0	0	311.3	19.2	-1	173.8	10.3577	0	0	0.789	0.4041	0	7.6399	7.6399
MTBLS52	RIKEN;LIFE_old;MTBLS52	0	0	307	5	-1	10	17.0452	0	0	0	0	0	0	0
MPI_Symmetry	RIKEN;LIFE_old;MTBLS52	0	0	310.432	10	-1	45	10.3123	0	0	1.0651	0	0	0	0
MTBLS20	RIKEN;LIFE_old;MTBLS52	0	0	310	7.9	-1	26.8	10.1429	0	0	1.2454	0.303	0	2.0404	2.0404
FEM_short	RIKEN;LIFE_old;MTBLS52	0	0	308.08	17	-1	135.72	10.3694	0	0	1.3051	0	0	0.4684	0.4684
Eawag_XBridgeC18	RIKEN;LIFE_old;MTBLS52	0	0	311.7	31.7	-1	482.94	9.9318	0	0	0.5051	0.4629	0	14.3845	14.3845
UniToyama_Atlantis	RIKEN;LIFE_old;MTBLS52	0	0	310.9	9.9	-1	44.1	21.1845	0	0	0.9313	0.303	0	2.7274	2.7274
RIKEN	RIKEN;LIFE_old;MTBLS52	0	0	293.9	18.1	-1	153.42	10.2218	0	0	0.303	0.303	0	5.1432	5.1432
MTBLS19	RIKEN;LIFE_old;MTBLS52	0	0	311.2	7	-1	20.944	10.6019	0	0	0.8328	0	0	0.2308	0.2308
MTBLS17	RIKEN;LIFE_old;MTBLS52	0	0	310.84	6	-1	14.768	12.7793	0	0	0.827	0	0	0.5102	0.5102
LIFE_new	RIKEN;LIFE_old;MTBLS52	0	0	305.2	10.6	-1	51	10.3413	0	0	1.6036	0.4949	0	4.9487	4.9487
FEM_lipids	RIKEN;LIFE_old;MTBLS52	0	0	309.8	16	-1	119.248	12.6359	0	0	1.164	0	0	0.7793	0.7793
MTBLS4	RIKEN;LIFE_old;MTBLS52	0	0	310.912	9	-1	35.024	10.1623	0	0	0.7622	0	0	0.9543	0.9543
LIFE_old	RIKEN;LIFE_old;MTBLS52	0	0	299.3	12.7	-1	74.3	19.1884	0	0	0.4629	0.4629	0	5.5005	5.5005
MTBLS38	RIKEN;LIFE_old;MTBLS52	0	0	307.608	10	-1	45	10.3951	0	0	1.379	0	0	0	0
FEM_long	RIKEN;LIFE_old;MTBLS52	0	0	305.5	28.1	-1	380.56	10.1267	0	0	2.7199	0.303	0	8.5121	8.5121
FEM_orbitrap_urine	RIKEN;LIFE_old;MTBLS52	0	0	307.32	13	-1	77.712	10.2575	0	0	1.5482	0	0	0.5051	0.5051
MTBLS39	RIKEN;LIFE_old;MTBLS52	0	0	310.16	5	-1	10	17.9089	0	0	1.0192	0	0	0	0
IPB_Halle	RIKEN;LIFE_old;MTBLS52	0	0	307.064	14	-1	90.312	10.36	0	0	1.5849	0	0	0.7768	0.7768
