C	epsilon	target_system	training_systems
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.5	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.01	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
10	0.1	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	5e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	0.05	Eawag_XBridgeC18	Eawag_XBridgeC18
100	5e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	5e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	5e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	5e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	5e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
100	1e-04	Eawag_XBridgeC18	Eawag_XBridgeC18
