target_system	training_system	d_lower	d_upper	score_w	score_w_std	score	score_std
RIKEN	RIKEN	0	1	0.6074	0.0132	0.6072	0.0133
RIKEN	RIKEN	0	2	0.6474	0.0142	0.6471	0.0143
RIKEN	RIKEN	0	4	0.7153	0.0136	0.7151	0.0134
RIKEN	RIKEN	0	8	0.7906	0.0139	0.7906	0.0136
RIKEN	RIKEN	0	16	0.8323	0.0115	0.8324	0.0116
RIKEN	RIKEN	0	32	0.8327	0.0114	0.8327	0.0115
RIKEN	RIKEN	0	64	0.8327	0.0114	0.8327	0.0115
RIKEN	RIKEN	0	Inf	0.8327	0.0114	0.8327	0.0115
RIKEN	RIKEN	1	1	0.6074	0.0132	0.6072	0.0133
RIKEN	RIKEN	1	2	0.6474	0.0142	0.6471	0.0143
RIKEN	RIKEN	1	4	0.7153	0.0136	0.7151	0.0134
RIKEN	RIKEN	1	8	0.7906	0.0139	0.7906	0.0136
RIKEN	RIKEN	1	16	0.8323	0.0115	0.8324	0.0116
RIKEN	RIKEN	1	32	0.8327	0.0114	0.8327	0.0115
RIKEN	RIKEN	1	64	0.8327	0.0114	0.8327	0.0115
RIKEN	RIKEN	1	Inf	0.8327	0.0114	0.8327	0.0115
RIKEN	RIKEN	3	4	0.793	0.0192	0.7926	0.0188
RIKEN	RIKEN	3	8	0.8551	0.0153	0.8552	0.0151
RIKEN	RIKEN	3	16	0.8885	0.0115	0.8886	0.0119
RIKEN	RIKEN	3	32	0.8887	0.0114	0.8889	0.0118
RIKEN	RIKEN	3	64	0.8887	0.0114	0.8889	0.0118
RIKEN	RIKEN	3	Inf	0.8887	0.0114	0.8889	0.0118
RIKEN	RIKEN	5	8	0.8954	0.0156	0.8958	0.0156
RIKEN	RIKEN	5	16	0.923	0.0108	0.9231	0.0111
RIKEN	RIKEN	5	32	0.9232	0.0107	0.9233	0.011
RIKEN	RIKEN	5	64	0.9232	0.0107	0.9233	0.011
RIKEN	RIKEN	5	Inf	0.9232	0.0107	0.9233	0.011
RIKEN	RIKEN	7	8	0.9219	0.0162	0.9222	0.0164
RIKEN	RIKEN	7	16	0.9448	0.0091	0.9448	0.0094
RIKEN	RIKEN	7	32	0.9449	0.0089	0.945	0.0092
RIKEN	RIKEN	7	64	0.9449	0.0089	0.945	0.0092
RIKEN	RIKEN	7	Inf	0.9449	0.0089	0.945	0.0092
RIKEN	RIKEN	9	16	0.9575	0.0083	0.9573	0.0082
