C	epsilon	score	target_system	training_systems
0.001	1e-04	-0.1286	RIKEN	RIKEN
0.001	5e-04	-0.1285	RIKEN	RIKEN
0.001	0.001	-0.1285	RIKEN	RIKEN
0.001	0.005	-0.1257	RIKEN	RIKEN
0.001	0.01	-0.1216	RIKEN	RIKEN
0.001	0.025	-0.1149	RIKEN	RIKEN
0.001	0.05	-0.1085	RIKEN	RIKEN
0.001	0.1	-0.1171	RIKEN	RIKEN
0.001	0.25	-0.1127	RIKEN	RIKEN
0.001	0.5	-0.13	RIKEN	RIKEN
0.001	1	-0.119	RIKEN	RIKEN
0.01	1e-04	-0.0527	RIKEN	RIKEN
0.01	5e-04	-0.0527	RIKEN	RIKEN
0.01	0.001	-0.0527	RIKEN	RIKEN
0.01	0.005	-0.0532	RIKEN	RIKEN
0.01	0.01	-0.0546	RIKEN	RIKEN
0.01	0.025	-0.0542	RIKEN	RIKEN
0.01	0.05	-0.0513	RIKEN	RIKEN
0.01	0.1	-0.0663	RIKEN	RIKEN
0.01	0.25	-0.0609	RIKEN	RIKEN
0.01	0.5	-0.1108	RIKEN	RIKEN
0.01	1	-0.119	RIKEN	RIKEN
0.1	1e-04	0.1563	RIKEN	RIKEN
0.1	5e-04	0.1564	RIKEN	RIKEN
0.1	0.001	0.1564	RIKEN	RIKEN
0.1	0.005	0.1563	RIKEN	RIKEN
0.1	0.01	0.1561	RIKEN	RIKEN
0.1	0.025	0.1554	RIKEN	RIKEN
0.1	0.05	0.1599	RIKEN	RIKEN
0.1	0.1	0.1596	RIKEN	RIKEN
0.1	0.25	0.1466	RIKEN	RIKEN
0.1	0.5	-0.0383	RIKEN	RIKEN
0.1	1	-0.119	RIKEN	RIKEN
1	1e-04	0.3359	RIKEN	RIKEN
1	5e-04	0.3359	RIKEN	RIKEN
1	0.001	0.3358	RIKEN	RIKEN
1	0.005	0.3352	RIKEN	RIKEN
1	0.01	0.3347	RIKEN	RIKEN
1	0.025	0.3331	RIKEN	RIKEN
1	0.05	0.3285	RIKEN	RIKEN
1	0.1	0.3079	RIKEN	RIKEN
1	0.25	0.2461	RIKEN	RIKEN
1	0.5	0.1456	RIKEN	RIKEN
1	1	-0.119	RIKEN	RIKEN
10	1e-04	0.3279	RIKEN	RIKEN
10	5e-04	0.3279	RIKEN	RIKEN
10	0.001	0.3278	RIKEN	RIKEN
10	0.005	0.3274	RIKEN	RIKEN
10	0.01	0.3269	RIKEN	RIKEN
10	0.025	0.3254	RIKEN	RIKEN
10	0.05	0.3222	RIKEN	RIKEN
10	0.1	0.309	RIKEN	RIKEN
10	0.25	0.2469	RIKEN	RIKEN
10	0.5	0.1456	RIKEN	RIKEN
10	1	-0.119	RIKEN	RIKEN
100	1e-04	0.3279	RIKEN	RIKEN
100	5e-04	0.3279	RIKEN	RIKEN
