C	epsilon	target_system	training_systems
100	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
100	0.0500	MTBLS20	MTBLS20
100	0.1500	MTBLS20	MTBLS20
10	0.1000	MTBLS20	MTBLS20
100	0.0100	MTBLS20	MTBLS20
100	0.1500	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
100	0.0100	MTBLS20	MTBLS20
10	0.2500	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
100	0.1000	MTBLS20	MTBLS20
100	0.0100	MTBLS20	MTBLS20
100	0.0500	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
100	0.0100	MTBLS20	MTBLS20
10	0.5000	MTBLS20	MTBLS20
100	0.1000	MTBLS20	MTBLS20
100	0.2500	MTBLS20	MTBLS20
10	0.1000	MTBLS20	MTBLS20
10	0.0500	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
100	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
100	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
10	0.0500	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
100	0.0100	MTBLS20	MTBLS20
100	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
10	0.1500	MTBLS20	MTBLS20
100	0.0100	MTBLS20	MTBLS20
10	0.0500	MTBLS20	MTBLS20
10	0.0100	MTBLS20	MTBLS20
