target_system	training_system	d_lower	d_upper	score_w	score_w_std	score	score_std
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	0.0000	1.0000	0.5622	0.0222	0.5623	0.0223
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	0.0000	2.0000	0.5948	0.0130	0.5946	0.0129
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	0.0000	4.0000	0.6397	0.0109	0.6394	0.0106
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	0.0000	8.0000	0.7075	0.0092	0.7078	0.0089
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	0.0000	16.0000	0.7546	0.0093	0.7551	0.0087
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	0.0000	32.0000	0.7550	0.0095	0.7554	0.0089
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	0.0000	64.0000	0.7550	0.0095	0.7554	0.0089
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	0.0000	inf	0.7550	0.0095	0.7554	0.0089
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	1.0000	1.0000	0.5622	0.0222	0.5623	0.0223
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	1.0000	2.0000	0.5948	0.0130	0.5946	0.0129
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	1.0000	4.0000	0.6397	0.0109	0.6394	0.0106
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	1.0000	8.0000	0.7075	0.0092	0.7078	0.0089
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	1.0000	16.0000	0.7546	0.0093	0.7551	0.0087
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	1.0000	32.0000	0.7550	0.0095	0.7554	0.0089
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	1.0000	64.0000	0.7550	0.0095	0.7554	0.0089
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	1.0000	inf	0.7550	0.0095	0.7554	0.0089
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	3.0000	4.0000	0.6910	0.0162	0.6908	0.0157
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	3.0000	8.0000	0.7583	0.0130	0.7588	0.0129
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	3.0000	16.0000	0.8031	0.0117	0.8035	0.0112
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	3.0000	32.0000	0.8034	0.0120	0.8039	0.0114
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	3.0000	64.0000	0.8034	0.0120	0.8039	0.0114
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	3.0000	inf	0.8034	0.0120	0.8039	0.0114
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	5.0000	8.0000	0.8019	0.0148	0.8028	0.0149
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	5.0000	16.0000	0.8435	0.0125	0.8438	0.0117
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	5.0000	32.0000	0.8438	0.0129	0.8441	0.0120
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	5.0000	64.0000	0.8438	0.0129	0.8441	0.0120
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	5.0000	inf	0.8438	0.0129	0.8441	0.0120
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	7.0000	8.0000	0.8342	0.0252	0.8347	0.0246
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	7.0000	16.0000	0.8735	0.0166	0.8735	0.0153
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	7.0000	32.0000	0.8737	0.0171	0.8737	0.0157
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	7.0000	64.0000	0.8737	0.0171	0.8737	0.0157
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	7.0000	inf	0.8737	0.0171	0.8737	0.0157
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	9.0000	16.0000	0.8955	0.0143	0.8953	0.0122
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	9.0000	32.0000	0.8956	0.0151	0.8955	0.0127
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	9.0000	64.0000	0.8956	0.0151	0.8955	0.0127
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	9.0000	inf	0.8956	0.0151	0.8955	0.0127
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	11.0000	16.0000	0.9104	0.0170	0.9096	0.0170
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	11.0000	32.0000	0.9104	0.0183	0.9098	0.0174
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	11.0000	64.0000	0.9104	0.0183	0.9098	0.0174
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	11.0000	inf	0.9104	0.0183	0.9098	0.0174
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	13.0000	16.0000	0.9228	0.0150	0.9181	0.0346
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	13.0000	32.0000	0.9224	0.0182	0.9184	0.0348
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	13.0000	64.0000	0.9224	0.0182	0.9184	0.0348
RIKEN	Eawag_XBridgeC18;FEM_long;UFZ_Phenomenex;LIFE_old	13.0000	inf	0.9224	0.0182	0.9184	0.0348
