C	target_system	training_systems
1	UFZ_Phenomenex	Eawag_XBridgeC18
1	UFZ_Phenomenex	Eawag_XBridgeC18
1	UFZ_Phenomenex	Eawag_XBridgeC18
1	UFZ_Phenomenex	Eawag_XBridgeC18
1	UFZ_Phenomenex	Eawag_XBridgeC18
1	UFZ_Phenomenex	Eawag_XBridgeC18
1	UFZ_Phenomenex	Eawag_XBridgeC18
1	UFZ_Phenomenex	Eawag_XBridgeC18
1	UFZ_Phenomenex	Eawag_XBridgeC18
1	UFZ_Phenomenex	Eawag_XBridgeC18
10	UFZ_Phenomenex	FEM_long
10	UFZ_Phenomenex	FEM_long
10	UFZ_Phenomenex	FEM_long
10	UFZ_Phenomenex	FEM_long
10	UFZ_Phenomenex	FEM_long
10	UFZ_Phenomenex	FEM_long
10	UFZ_Phenomenex	FEM_long
10	UFZ_Phenomenex	FEM_long
10	UFZ_Phenomenex	FEM_long
10	UFZ_Phenomenex	FEM_long
1	UFZ_Phenomenex	RIKEN
1	UFZ_Phenomenex	RIKEN
1	UFZ_Phenomenex	RIKEN
1	UFZ_Phenomenex	RIKEN
1	UFZ_Phenomenex	RIKEN
1	UFZ_Phenomenex	RIKEN
1	UFZ_Phenomenex	RIKEN
1	UFZ_Phenomenex	RIKEN
1	UFZ_Phenomenex	RIKEN
1	UFZ_Phenomenex	RIKEN
10	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
100	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
10	UFZ_Phenomenex	UFZ_Phenomenex
1	UFZ_Phenomenex	UFZ_Phenomenex
