C	target_system	training_systems
1.0000	RIKEN	Eawag_XBridgeC18
1.0000	RIKEN	Eawag_XBridgeC18
1.0000	RIKEN	Eawag_XBridgeC18
1.0000	RIKEN	Eawag_XBridgeC18
1.0000	RIKEN	Eawag_XBridgeC18
1.0000	RIKEN	Eawag_XBridgeC18
1.0000	RIKEN	Eawag_XBridgeC18
1.0000	RIKEN	Eawag_XBridgeC18
1.0000	RIKEN	Eawag_XBridgeC18
1.0000	RIKEN	Eawag_XBridgeC18
10.0000	RIKEN	FEM_long
10.0000	RIKEN	FEM_long
10.0000	RIKEN	FEM_long
10.0000	RIKEN	FEM_long
10.0000	RIKEN	FEM_long
10.0000	RIKEN	FEM_long
10.0000	RIKEN	FEM_long
10.0000	RIKEN	FEM_long
10.0000	RIKEN	FEM_long
10.0000	RIKEN	FEM_long
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
0.1000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
10.0000	RIKEN	RIKEN
1.0000	RIKEN	RIKEN
1.0000	RIKEN	UFZ_Phenomenex
1.0000	RIKEN	UFZ_Phenomenex
1.0000	RIKEN	UFZ_Phenomenex
1.0000	RIKEN	UFZ_Phenomenex
1.0000	RIKEN	UFZ_Phenomenex
1.0000	RIKEN	UFZ_Phenomenex
1.0000	RIKEN	UFZ_Phenomenex
1.0000	RIKEN	UFZ_Phenomenex
1.0000	RIKEN	UFZ_Phenomenex
1.0000	RIKEN	UFZ_Phenomenex
10.0000	RIKEN	LIFE_old
10.0000	RIKEN	LIFE_old
10.0000	RIKEN	LIFE_old
10.0000	RIKEN	LIFE_old
10.0000	RIKEN	LIFE_old
10.0000	RIKEN	LIFE_old
10.0000	RIKEN	LIFE_old
10.0000	RIKEN	LIFE_old
10.0000	RIKEN	LIFE_old
10.0000	RIKEN	LIFE_old
