C	score	target_system	training_systems
0.001	0.7061	UFZ_Phenomenex	Eawag_XBridgeC18
0.01	0.7061	UFZ_Phenomenex	Eawag_XBridgeC18
0.1	0.817	UFZ_Phenomenex	Eawag_XBridgeC18
1	0.8428	UFZ_Phenomenex	Eawag_XBridgeC18
10	0.8432	UFZ_Phenomenex	Eawag_XBridgeC18
100	0.8298	UFZ_Phenomenex	Eawag_XBridgeC18
1000	0.7381	UFZ_Phenomenex	Eawag_XBridgeC18
0.001	0.7171	UFZ_Phenomenex	Eawag_XBridgeC18
0.01	0.7171	UFZ_Phenomenex	Eawag_XBridgeC18
0.1	0.8163	UFZ_Phenomenex	Eawag_XBridgeC18
1	0.8438	UFZ_Phenomenex	Eawag_XBridgeC18
10	0.8398	UFZ_Phenomenex	Eawag_XBridgeC18
100	0.827	UFZ_Phenomenex	Eawag_XBridgeC18
1000	0.7525	UFZ_Phenomenex	Eawag_XBridgeC18
0.001	0.7064	UFZ_Phenomenex	Eawag_XBridgeC18
0.01	0.7064	UFZ_Phenomenex	Eawag_XBridgeC18
0.1	0.8259	UFZ_Phenomenex	Eawag_XBridgeC18
1	0.8516	UFZ_Phenomenex	Eawag_XBridgeC18
10	0.8512	UFZ_Phenomenex	Eawag_XBridgeC18
100	0.8369	UFZ_Phenomenex	Eawag_XBridgeC18
1000	0.7462	UFZ_Phenomenex	Eawag_XBridgeC18
0.001	0.6915	UFZ_Phenomenex	Eawag_XBridgeC18
0.01	0.6915	UFZ_Phenomenex	Eawag_XBridgeC18
0.1	0.8212	UFZ_Phenomenex	Eawag_XBridgeC18
1	0.8416	UFZ_Phenomenex	Eawag_XBridgeC18
10	0.8446	UFZ_Phenomenex	Eawag_XBridgeC18
100	0.8354	UFZ_Phenomenex	Eawag_XBridgeC18
1000	0.7406	UFZ_Phenomenex	Eawag_XBridgeC18
0.001	0.7126	UFZ_Phenomenex	Eawag_XBridgeC18
0.01	0.7126	UFZ_Phenomenex	Eawag_XBridgeC18
0.1	0.825	UFZ_Phenomenex	Eawag_XBridgeC18
1	0.8415	UFZ_Phenomenex	Eawag_XBridgeC18
10	0.8445	UFZ_Phenomenex	Eawag_XBridgeC18
100	0.8311	UFZ_Phenomenex	Eawag_XBridgeC18
1000	0.7462	UFZ_Phenomenex	Eawag_XBridgeC18
0.001	0.7002	UFZ_Phenomenex	Eawag_XBridgeC18
0.01	0.7002	UFZ_Phenomenex	Eawag_XBridgeC18
0.1	0.8162	UFZ_Phenomenex	Eawag_XBridgeC18
1	0.8369	UFZ_Phenomenex	Eawag_XBridgeC18
10	0.8376	UFZ_Phenomenex	Eawag_XBridgeC18
100	0.8269	UFZ_Phenomenex	Eawag_XBridgeC18
1000	0.7478	UFZ_Phenomenex	Eawag_XBridgeC18
0.001	0.7116	UFZ_Phenomenex	Eawag_XBridgeC18
0.01	0.7116	UFZ_Phenomenex	Eawag_XBridgeC18
0.1	0.8183	UFZ_Phenomenex	Eawag_XBridgeC18
1	0.8474	UFZ_Phenomenex	Eawag_XBridgeC18
10	0.8427	UFZ_Phenomenex	Eawag_XBridgeC18
100	0.8225	UFZ_Phenomenex	Eawag_XBridgeC18
1000	0.7504	UFZ_Phenomenex	Eawag_XBridgeC18
0.001	0.7172	UFZ_Phenomenex	Eawag_XBridgeC18
0.01	0.7172	UFZ_Phenomenex	Eawag_XBridgeC18
0.1	0.8184	UFZ_Phenomenex	Eawag_XBridgeC18
1	0.8347	UFZ_Phenomenex	Eawag_XBridgeC18
10	0.8336	UFZ_Phenomenex	Eawag_XBridgeC18
100	0.8308	UFZ_Phenomenex	Eawag_XBridgeC18
1000	0.7561	UFZ_Phenomenex	Eawag_XBridgeC18
0.001	0.7035	UFZ_Phenomenex	Eawag_XBridgeC18
0.01	0.7035	UFZ_Phenomenex	Eawag_XBridgeC18
0.1	0.8227	UFZ_Phenomenex	Eawag_XBridgeC18
1	0.841	UFZ_Phenomenex	Eawag_XBridgeC18
10	0.8472	UFZ_Phenomenex	Eawag_XBridgeC18
100	0.8335	UFZ_Phenomenex	Eawag_XBridgeC18
1000	0.7451	UFZ_Phenomenex	Eawag_XBridgeC18
0.001	0.7069	UFZ_Phenomenex	Eawag_XBridgeC18
0.01	0.7069	UFZ_Phenomenex	Eawag_XBridgeC18
0.1	0.8218	UFZ_Phenomenex	Eawag_XBridgeC18
1	0.843	UFZ_Phenomenex	Eawag_XBridgeC18
10	0.8428	UFZ_Phenomenex	Eawag_XBridgeC18
100	0.8276	UFZ_Phenomenex	Eawag_XBridgeC18
1000	0.7515	UFZ_Phenomenex	Eawag_XBridgeC18
0.001	0.7221	UFZ_Phenomenex	Eawag_XBridgeC18
0.01	0.7221	UFZ_Phenomenex	Eawag_XBridgeC18
0.1	0.8156	UFZ_Phenomenex	Eawag_XBridgeC18
1	0.8344	UFZ_Phenomenex	Eawag_XBridgeC18
10	0.8363	UFZ_Phenomenex	Eawag_XBridgeC18
100	0.8248	UFZ_Phenomenex	Eawag_XBridgeC18
1000	0.7589	UFZ_Phenomenex	Eawag_XBridgeC18
0.001	0.7072	UFZ_Phenomenex	Eawag_XBridgeC18
0.01	0.7072	UFZ_Phenomenex	Eawag_XBridgeC18
0.1	0.8215	UFZ_Phenomenex	Eawag_XBridgeC18
1	0.8508	UFZ_Phenomenex	Eawag_XBridgeC18
10	0.8521	UFZ_Phenomenex	Eawag_XBridgeC18
100	0.8325	UFZ_Phenomenex	Eawag_XBridgeC18
1000	0.75	UFZ_Phenomenex	Eawag_XBridgeC18
0.001	0.7079	UFZ_Phenomenex	Eawag_XBridgeC18
